sample,mass1,mass2,spin1z,spin2z,delta_t,f_lower,sample_rate,padded,truncated
sample10024,24.976108319427485,25.29652422123456,0.22579076270783316,-0.0003861164049162591,0.0001220703125,22.02686773872717,8192.0,False,True
sample10025,39.48379771593905,70.2578571733551,0.04615284431521116,-0.9631283165111971,0.0001220703125,13.943912700128825,8192.0,False,True
sample10026,72.55163744710916,47.48059310889809,-0.5869304107159605,0.8383945657466244,0.0001220703125,13.00115319230613,8192.0,False,True
sample10027,56.209606404648326,23.644590303597976,0.08907381137527126,0.7311895649641852,0.0001220703125,17.658944448465636,8192.0,False,True
sample10028,27.545194654199978,60.0403676199365,0.32280162882826924,-0.35060198484761473,0.0001220703125,16.457979551450478,8192.0,False,True
sample10029,39.982697754119314,6.308091996560322,0.027869709884945748,0.5173172721141089,0.0001220703125,30.763017349616185,8192.0,False,True
sample1003,14.984194841364669,11.867833577255968,-0.1062069334580007,0.9312235583695135,0.0001220703125,32.762438132963034,8192.0,False,True
sample10030,49.291022927402494,56.59621937881023,0.007556963745430134,0.17358804301216935,0.0001220703125,13.852499202979736,8192.0,False,True
sample10031,22.10161136999981,12.52871432754823,0.7817976684005729,-0.09504687556127578,0.0001220703125,28.646004376511936,8192.0,False,True
sample10032,74.92658471572884,67.25253910290328,0.04721926621420269,-0.5844490659546758,0.0001220703125,11.514130420815935,8192.0,False,True
sample10033,59.09600353455699,35.84698813556078,-0.2227535048831979,-0.8739840204944596,0.0001220703125,15.150770468926641,8192.0,False,True
sample10034,62.8697110143445,32.59789236918123,0.3441241940886758,0.44613204791404104,0.0001220703125,15.350632749811666,8192.0,False,True
sample10035,60.868846273695596,10.39997155135909,0.5273234986205088,-0.7264149202431243,0.0001220703125,22.99233799562079,8192.0,False,True
sample10036,6.023141187304185,26.98381817995238,-0.6321709058652825,0.3885580820787732,0.0001220703125,34.77236034650095,8192.0,False,True
sample10037,63.11686982371269,11.053955479270902,0.28103353850566204,0.03594914938311955,0.0001220703125,22.27980324947102,8192.0,False,True
sample10038,62.83019975059875,7.428664229603519,0.35132725753676,0.05298739988101675,0.0001220703125,25.7299445729867,8192.0,False,True
sample10039,12.297777516250491,47.30400294519113,-0.6687545236061104,0.8413266358412704,0.0001220703125,23.208207894936788,8192.0,False,True
sample1004,41.28604850288185,74.34836932325389,-0.2655146495286017,-0.5375325987117638,0.0001220703125,13.512594720265644,8192.0,False,True
sample10040,72.95639976147898,45.41555001971848,0.27787482727669255,-0.7783749795122102,0.0001220703125,13.169264160324136,8192.0,False,True
sample10041,64.50420174939475,18.531333922190715,-0.35227398316875147,0.0267231588744411,0.0001220703125,18.465173391945168,8192.0,False,True
sample10042,42.21808189721329,12.641153578552997,-0.8234800593630476,-0.8588734132123341,0.0001220703125,23.723576656359267,8192.0,False,True
sample10043,40.40915872078145,20.54024367723308,-0.25339072880945857,0.1688930287656102,0.0001220703125,20.369016269824492,8192.0,False,True
sample10044,32.16321886260158,59.274527703609515,0.1127279013321566,-0.5628704978777862,0.0001220703125,15.68777077785976,8192.0,False,True
sample10045,28.010015364276185,35.14139589609236,-0.32550257755292433,-0.9614840509946486,0.0001220703125,19.192393878372684,8192.0,False,True
sample10046,52.38647082954579,72.34070633392626,0.5534705186201453,0.25385188697972716,0.0001220703125,12.604491447252958,8192.0,False,True
sample10047,21.184122717358324,48.33392078375267,-0.9037202232868979,-0.6692301005186371,0.0001220703125,19.13901797453845,8192.0,False,True
sample10048,33.338159887275644,30.4236400508436,0.8556103807770133,0.7538681203209371,0.0001220703125,19.000659272168313,8192.0,False,True
sample10049,21.933581504125875,62.81607229772334,0.79785259512119,0.981401522140602,0.0001220703125,17.552157868638968,8192.0,False,True
sample1005,13.630517740125276,40.74120730934714,-0.7906787760361732,-0.06667705704284188,0.0001220703125,23.346549071751646,8192.0,False,True
sample10050,20.790822898414007,62.89871303684957,0.6339899577903919,-0.19567536420560971,0.0001220703125,17.870934139511053,8192.0,False,True
sample10051,54.5914567882519,43.51112754431703,0.5015524926354503,-0.6701625438370005,0.0001220703125,14.573674712669694,8192.0,False,True
sample10052,41.218344192008246,72.83015833975558,0.5064474434406637,0.139298371588355,0.0001220703125,13.602427625307614,8192.0,False,True
sample10053,42.856053542112136,21.554767972358523,-0.8959984095231369,-0.6318571298128706,0.0001220703125,19.70345700243031,8192.0,False,True
sample10054,50.166156880684454,12.647457252659752,0.216214287272961,0.536324393821003,0.0001220703125,22.61295674505933,8192.0,False,True
sample10055,62.576430861512115,37.03453839004554,0.2975950223876832,0.26648685937384775,0.0001220703125,14.737120945949963,8192.0,False,True
sample10056,26.221332064566372,10.934638850705388,-0.011541731945992728,0.5007225927352533,0.0001220703125,28.524121504373934,8192.0,False,True
sample10057,10.728183372364235,12.682600985058555,0.12468533616135968,-0.8255868428559477,0.0001220703125,35.60675943434951,8192.0,False,True
sample10058,59.15333148554002,25.42477617289679,0.868869626834916,-0.21124552199760527,0.0001220703125,16.980462462961178,8192.0,False,True
sample10059,62.18216688534912,57.58028130601809,-0.5526363205808866,-0.29871465625065885,0.0001220703125,12.810574872679611,8192.0,False,True
sample1006,72.46918963505208,35.521361081380306,0.6005806259619436,0.7629681110022591,0.0001220703125,14.311593492264064,8192.0,False,True
sample10060,21.87101323901931,15.010806225088158,0.4995884078609806,0.7497945822103179,0.0001220703125,27.086637471713,8192.0,False,True
sample10061,67.89068189473383,35.59713687920515,-0.7893818403661524,0.5883359777020044,0.0001220703125,14.576645372953738,8192.0,False,True
sample10062,66.9511681114592,51.08386884576351,-0.9795644324750857,-0.745054969690846,0.0001220703125,13.008928864125934,8192.0,False,True
sample10063,66.1317036759568,15.951678051958122,-0.8394650477259562,-0.7294114677847807,0.0001220703125,19.323321124072088,8192.0,False,True
sample10064,19.9941153066831,61.91235769126743,0.21225946982547883,-0.6700020584678038,0.0001220703125,18.193483080833822,8192.0,False,True
sample10065,71.22675383304673,60.1129165211551,0.8411249623336831,0.3730999794937496,0.0001220703125,12.118567392741168,8192.0,False,True
sample10066,14.326934740591103,33.18838692941759,0.9031462744838136,0.8770605026824235,0.0001220703125,24.332280970368718,8192.0,False,True
sample10067,31.071323861334477,23.24096195302049,0.5291912923964001,0.4484404234789924,0.0001220703125,21.15377897767221,8192.0,False,True
sample10068,17.82656828790246,11.969408412841803,-0.8478861498078311,-0.4109689376882423,0.0001220703125,30.99901823663438,8192.0,False,True
sample10069,42.91845707182382,39.523827317309234,0.5839990628938475,0.36423275611800354,0.0001220703125,16.179347048133796,8192.0,False,True
sample1007,65.96164340309939,6.918366739608426,-0.2543029550109219,-0.6650673635638563,0.0001220703125,26.067315541184783,8192.0,False,True
sample10070,43.481364782162636,40.21054861419384,0.4013391428730514,-0.16404323654344777,0.0001220703125,16.026922940495457,8192.0,False,True
sample10071,36.11914903394572,38.78165658926256,-0.9063756451159631,0.35659115809296227,0.0001220703125,17.176325439507373,8192.0,False,True
sample10072,27.082480669463454,67.71665498113921,0.9294555249210515,-0.9696079620161253,0.0001220703125,15.989595193492145,8192.0,False,True
sample10073,35.96360967100635,20.94256833034313,-0.5335162842367211,-0.4702943653785584,0.0001220703125,20.944300957844952,8192.0,False,True
sample10074,15.652560613812415,16.10182304002239,-0.9010483151447861,0.8468571752293516,0.0001220703125,29.35510873170914,8192.0,False,True
sample10075,15.270021170326293,52.070520006485836,0.857816510780134,0.2587719747404412,0.0001220703125,20.95939011959469,8192.0,False,True
sample10076,72.44398842283849,53.990513767099166,0.6097003520707976,0.09013153813753683,0.0001220703125,12.477258403117927,8192.0,False,True
sample10077,72.33530677030011,47.642708422279,-0.1063107947627916,0.1891252602417418,0.0001220703125,12.998360244205276,8192.0,False,True
sample10078,19.154545873039094,25.64227188715729,0.25174121652971315,-0.5752160526071911,0.0001220703125,23.86168778959636,8192.0,False,True
sample10079,30.888955278328243,51.65180195012928,0.962764765724765,0.41392862047392465,0.0001220703125,16.557935765968143,8192.0,False,True
sample1008,31.031331817541535,30.559322932255764,0.6563768675346419,0.41619796444760804,0.0001220703125,19.401763112788064,8192.0,False,True
sample10080,8.58531651636046,10.70017152179203,0.2644347109444939,0.22305910643993776,0.0001220703125,40.269810327637856,8192.0,False,True
sample10081,50.406696832551674,74.08694164287729,0.3422186745299133,-0.10423347384667703,0.0001220703125,12.671063838927386,8192.0,False,True
sample10082,35.472875149327194,45.183632079768245,0.4985754762541882,-0.8871019624857349,0.0001220703125,16.481880149955565,8192.0,False,True
sample10083,45.307137162076,47.814373825141494,0.6576224956775482,-0.959091482957976,0.0001220703125,14.987881142708263,8192.0,False,True
sample10084,23.315895954383585,30.14233814782048,-0.36970648744743395,0.5678742440895695,0.0001220703125,21.327837959948774,8192.0,False,True
sample10085,58.85622300217959,60.0807802705915,-0.7495615059082456,-0.2393180983297225,0.0001220703125,12.859454331840874,8192.0,False,True
sample10086,35.798734769042994,21.48157297265365,-0.523306365096521,-0.37711475477186507,0.0001220703125,20.798470944050123,8192.0,False,True
sample10087,19.685263723291627,65.57329106992415,-0.5486062177231865,0.6521724976179301,0.0001220703125,18.000002385978707,8192.0,False,True
sample10088,5.495198465619884,34.373607004147885,0.24975211400367592,-0.37478716897830033,0.0001220703125,33.65168912152176,8192.0,False,True
sample10089,29.43346548342949,38.16009078686092,0.9581848326958372,0.12129689961335666,0.0001220703125,18.421500896794292,8192.0,False,True
sample1009,51.665385783816404,71.47982221970801,0.7240350594387689,0.41769448277875687,0.0001220703125,12.706894107113493,8192.0,False,True
sample10090,67.25324819885311,23.619328834915795,-0.9004446384818391,0.3877741659336379,0.0001220703125,16.78580593484009,8192.0,False,True
sample10091,42.46722149870679,37.44007030727268,-0.5503712800563134,-0.8769426480485982,0.0001220703125,16.512307271604097,8192.0,False,True
sample10092,24.965386053095845,35.97974810720855,0.37594330807346965,0.634051431176427,0.0001220703125,19.774232068135127,8192.0,False,True
sample10093,57.49439446967436,18.99896723845916,-0.7194305031319295,0.16615092616476923,0.0001220703125,18.904950971570965,8192.0,False,True
sample10094,55.75162140574487,34.01298343450742,-0.36401880409799703,0.04788021523605546,0.0001220703125,15.683056352833855,8192.0,False,True
sample10095,30.023551564702558,5.4992181953894725,-0.0653398477230489,-0.33062949801136177,0.0001220703125,34.88655778087712,8192.0,False,True
sample10096,9.283531682662847,53.39079836402897,0.1468265471239586,0.9175350223315727,0.0001220703125,24.799889554697522,8192.0,False,True
sample10097,24.068195811094824,56.192516395434794,0.8384792710988423,0.29144518850687107,0.0001220703125,17.55488620122113,8192.0,False,True
sample10098,41.552953872341256,66.56186716691973,-0.9768259902493602,0.40322281210531397,0.0001220703125,13.933373490988641,8192.0,False,True
sample10099,74.39826108587262,73.4865796976061,0.651882227554922,0.1420747648895916,0.0001220703125,11.222310969615004,8192.0,False,True
sample101,5.891871948818697,38.48307411590179,0.8980653461417857,-0.7334131102450202,0.0001220703125,31.84761997046668,8192.0,False,True
sample1010,36.281338774757806,70.60627823655688,0.09537831846348321,-0.20705689020596252,0.0001220703125,14.319384117299872,8192.0,False,True
sample10100,32.50209655017177,16.030177030000022,-0.6518827614169971,-0.7085999573136714,0.0001220703125,23.574424142114317,8192.0,False,True
sample10101,33.13177549329234,72.59340059340995,-0.0671049435686385,-0.7815300198260793,0.0001220703125,14.641986658504871,8192.0,False,True
sample10102,34.28611631064378,57.73990824672226,0.27817476766416716,-0.17781782556142134,0.0001220703125,15.480031412143921,8192.0,False,True
sample10103,53.50158565493164,49.67656218474787,-0.3638721277786352,0.7554657618726911,0.0001220703125,14.060800443878792,8192.0,False,True
sample10104,44.61755278973238,63.99782923975713,0.9926791588143004,0.5820868075616007,0.0001220703125,13.775764014291111,8192.0,False,True
sample10105,47.60605165663736,68.33689672596125,0.6001635450795618,-0.4268882503514162,0.0001220703125,13.225661713057004,8192.0,False,True
sample10106,40.25225434745005,35.69515747173385,-0.1912473310881374,0.06099143626004466,0.0001220703125,17.042967060753128,8192.0,False,True
sample10107,44.64638775163012,41.16110648649811,0.1287915438354571,-0.9581019750636026,0.0001220703125,15.77952909028363,8192.0,False,True
sample10108,52.520044645896625,57.699607657573814,0.12722957046230043,0.7313843326103576,0.0001220703125,13.49666748412582,8192.0,False,True
sample10109,47.22030721952474,55.00241948241326,-0.9540981115820321,-0.7357103890785469,0.0001220703125,14.166346350331523,8192.0,False,True
sample1011,60.83996985131288,59.40043340300572,0.5044144772122562,0.3482588674106787,0.0001220703125,12.772332776119017,8192.0,False,True
sample10110,5.334845923997717,23.297500186087845,0.9710767569906363,0.4959134462606475,0.0001220703125,37.77472521429088,8192.0,False,True
sample10111,36.52683349938793,13.195034944439538,-0.5396701396959149,-0.8746237665520992,0.0001220703125,24.34674264828944,8192.0,False,True
sample10112,63.04377938673026,33.00324722801035,0.355455550998259,0.08966197632070527,0.0001220703125,15.275372051843213,8192.0,False,True
sample10113,43.67190074423773,55.997058061832064,-0.3392297376766571,-0.5378261091886036,0.0001220703125,14.444022275135143,8192.0,False,True
sample10114,31.625915662267797,46.23279176909892,-0.7346778201926292,-0.7672996762883738,0.0001220703125,16.984268118967687,8192.0,False,True
sample10115,32.737930695253425,37.24832962085565,0.8168909465587751,-0.745773477217814,0.0001220703125,17.94003298390976,8192.0,False,True
sample10116,44.06175500248486,25.271871595212378,-0.056827599425932296,0.19345359730470146,0.0001220703125,18.540083651496243,8192.0,False,True
sample10117,56.55052834922128,46.312847795119964,-0.41008726169754395,-0.8908568798443376,0.0001220703125,14.133075791943192,8192.0,False,True
sample10118,41.47155682372973,15.94033596863307,-0.5355568758667595,-0.1499116962481437,0.0001220703125,22.018524022403753,8192.0,False,True
sample10119,62.614519866094696,53.231041375064436,0.6888076094638974,0.4334541182249708,0.0001220703125,13.104661792016008,8192.0,False,True
sample1012,68.55365328456136,17.107568188255726,0.1454045947315742,0.30867179184071036,0.0001220703125,18.67010886680773,8192.0,False,True
sample10120,53.329269962410294,10.586611520586523,0.7629649815883089,-0.947287228763464,0.0001220703125,23.676146352267402,8192.0,False,True
sample10121,58.17360129225157,65.24499402062142,-0.45929864400287057,0.2878373802037316,0.0001220703125,12.580591015498072,8192.0,False,True
sample10122,37.84774037746745,49.964826623600494,-0.613240349491575,0.05948220274315774,0.0001220703125,15.65619980357646,8192.0,False,True
sample10123,38.13357640399289,57.96937660219639,-0.2961605839343068,0.7187044434744384,0.0001220703125,14.933382093709314,8192.0,False,True
sample10124,6.990717026972803,45.5134643572583,-0.701102240292149,-0.14403416986439077,0.0001220703125,28.643892084092148,8192.0,False,True
sample10125,50.81549879831889,64.36291090884592,0.2965261429158138,-0.9804072485394776,0.0001220703125,13.188345989105288,8192.0,False,True
sample10126,13.605410491181301,18.90022831312886,0.9583175992371279,-0.38874858407228785,0.0001220703125,29.220236351344855,8192.0,False,True
sample10127,27.937081196593077,23.338844992699148,0.5113288426299153,-0.21965961075507257,0.0001220703125,21.822145235981615,8192.0,False,True
sample10128,66.43901340336582,59.73279386068097,0.1340282328257355,-0.09494707780228206,0.0001220703125,12.406168862331835,8192.0,False,True
sample10129,24.718140151474675,72.17231504436161,-0.9743705445523204,0.2546740821511465,0.0001220703125,16.200227498088502,8192.0,False,True
sample1013,41.746512970184355,73.06434527701978,0.48737010414444726,-0.3951639782148745,0.0001220703125,13.532612022383127,8192.0,False,True
sample10130,29.38149262373194,41.361405223451584,0.9212593501520968,0.0692212252135872,0.0001220703125,17.98727303480261,8192.0,False,True
sample10131,10.733282985955217,30.269308046297777,-0.7872953108806765,0.21445070917663533,0.0001220703125,27.555396154182446,8192.0,False,True
sample10132,17.03447443375718,68.32356124467987,0.5671405992019894,-0.8724386090737788,0.0001220703125,18.71540534219552,8192.0,False,True
sample10133,59.522366285357876,23.654204956779996,-0.9791694940553314,0.013161811820259328,0.0001220703125,17.3694201963311,8192.0,False,True
sample10134,23.229715773503614,71.79842391530192,-0.34747707160778885,-0.4516381377077978,0.0001220703125,16.574020611177858,8192.0,False,True
sample10135,67.17789227293787,57.78376969159813,0.35387540332594003,0.01040455285426678,0.0001220703125,12.494414404253988,8192.0,False,True
sample10136,58.48193675187475,48.693616059577465,0.27110895537384383,0.14397285480783528,0.0001220703125,13.766790393688886,8192.0,False,True
sample10137,63.22214635991996,56.50281214445942,0.3578286630916926,0.4619360756274161,0.0001220703125,12.821143131124025,8192.0,False,True
sample10138,43.544719230751234,35.313877552837056,-0.1493276089854334,-0.1127834418991801,0.0001220703125,16.69289614201915,8192.0,False,True
sample10139,70.13552281214378,14.873255756703184,-0.32623955661389614,0.5388875250330333,0.0001220703125,19.489910240996497,8192.0,False,True
sample1014,12.943337633316627,19.852419915845413,0.6386525222139824,0.28677534758393575,0.0001220703125,29.26076709575928,8192.0,False,True
sample10140,27.65146314758505,9.459113182516422,0.4116865972309246,0.701449839299385,0.0001220703125,29.51922213922995,8192.0,False,True
sample10141,23.810826692334942,66.81567564415784,-0.2518002243911328,-0.17826903645065717,0.0001220703125,16.770383218933475,8192.0,False,True
sample10142,64.79159025633817,71.04917652822938,-0.39895988244659464,-0.11281963220939928,0.0001220703125,11.843512731306888,8192.0,False,True
sample10143,15.543121377185772,18.669032802041563,0.2886105196928018,-0.22782323713688613,0.0001220703125,28.10482787707897,8192.0,False,True
sample10144,47.73140560955505,29.278763234574246,-0.03628358759674588,0.3112688606218251,0.0001220703125,17.251050694274902,8192.0,False,True
sample10145,22.173451416918965,65.543427794785,0.13796742798850026,-0.2041152093430928,0.0001220703125,17.27847372349805,8192.0,False,True
sample10146,18.22758974986465,14.607487980399343,-0.44662664982868927,0.3256367076532466,0.0001220703125,28.87745137600825,8192.0,False,True
sample10147,38.49603733719373,5.003016739124014,-0.28528552843101374,-0.23154346116217683,0.0001220703125,33.77325210146416,8192.0,False,True
sample10148,71.39078228318498,32.546617791899365,-0.972954020338808,-0.14584263892717253,0.0001220703125,14.801198333190902,8192.0,False,True
sample10149,27.910867359335377,14.652283140927779,-0.15847511389580415,-0.26212987558497325,0.0001220703125,25.395433544540186,8192.0,False,True
sample1015,9.078622191233642,62.12081120136974,-0.030388557114267134,-0.8579067721425306,0.0001220703125,18.00550602637335,8192.0,False,True
sample10150,57.94546213999429,10.92294973964555,0.8841031904538698,0.37432149618023736,0.0001220703125,22.895421592447565,8192.0,False,True
sample10151,65.8273886747633,43.423020811292226,-0.5819617365947436,-0.06945078178128605,0.0001220703125,13.780382914168756,8192.0,False,True
sample10152,40.39083728737184,46.87286717548533,-0.46605999540842036,-0.5960862340900048,0.0001220703125,15.63718101371896,8192.0,False,True
sample10153,44.8798064755903,32.34945528165166,0.8628201382211681,0.8815322515904384,0.0001220703125,17.012157852738067,8192.0,False,True
sample10154,33.70087647205075,29.623658335940004,0.6121529553810999,-0.412412676992025,0.0001220703125,19.097320756516286,8192.0,False,True
sample10155,17.618483161147843,21.869803335125,-0.8454885533984453,-0.5696156905530751,0.0001220703125,25.726719558098587,8192.0,False,True
sample10156,10.464785372722112,28.565479474518945,-0.4944921843320692,-0.9317466329280247,0.0001220703125,28.254761428761622,8192.0,False,True
sample10157,20.443126195831333,59.21438233368885,-0.7985223146801168,0.4279023014566382,0.0001220703125,18.28284579316893,8192.0,False,True
sample10158,10.067157448677362,43.39455006762673,0.15373499078873698,0.620993147983815,0.0001220703125,25.49077167493315,8192.0,False,True
sample10159,48.61478402574098,64.1643100085615,0.1384875699065905,-0.45220351791462265,0.0001220703125,13.389404609149825,8192.0,False,True
sample1016,14.306468917382952,12.901273493008217,0.9740695754996208,-0.8875362704190886,0.0001220703125,32.361643780807626,8192.0,False,True
sample10160,38.91613299965635,67.0593546002635,-0.6299338236163945,-0.2900284125787035,0.0001220703125,14.20481832446299,8192.0,False,True
sample10161,38.20256993129859,41.76173371453082,0.26556104486106025,0.9094333719183297,0.0001220703125,16.492680906434586,8192.0,False,True
sample10162,37.34347882814511,8.404789241208501,0.32029674951277876,-0.9918329064530436,0.0001220703125,28.299230765023086,8192.0,False,True
sample10163,56.83019877811623,8.984989814605296,0.8639197042261887,-0.907221965315914,0.0001220703125,24.675182784676267,8192.0,False,True
sample10164,14.136649652978724,69.65333404935926,0.539974247074107,0.481383151365662,0.0001220703125,19.880246287046162,8192.0,False,True
sample10165,67.3503531757087,72.16199067775273,0.18906035589520676,0.7299687797021551,0.0001220703125,11.643655154892018,8192.0,False,True
sample10166,32.18721250935738,63.272774186820676,-0.9307310985518147,-0.15153603131238114,0.0001220703125,15.386717440145894,8192.0,False,True
sample10167,47.78427606766499,63.9256516818407,0.5099553722381397,-0.9849101815449355,0.0001220703125,13.478988554778125,8192.0,False,True
sample10168,47.327507534935,44.996381886352836,-0.8564897765223105,-0.9656984182559042,0.0001220703125,15.068185223066061,8192.0,False,True
sample10169,24.788435497363928,13.020018856683734,0.20050887333685952,0.03356943896008946,0.0001220703125,27.345240050149346,8192.0,False,True
sample1017,14.002135707068225,48.421130514384814,-0.7224301523112353,-0.34299758712080153,0.0001220703125,22.04008459481906,8192.0,False,True
sample10170,26.250014126311996,21.465326332095344,0.15037377640023053,0.5697707018281105,0.0001220703125,22.843519336058844,8192.0,False,True
sample10171,54.090628669796544,25.0404215423279,0.07314778001211997,-0.9112864005457103,0.0001220703125,17.51410264617209,8192.0,False,True
sample10172,11.514964796716644,41.57825690375429,-0.5804607610638224,-0.8572592234552893,0.0001220703125,24.608630695940782,8192.0,False,True
sample10173,41.2672834214727,30.161608096400677,-0.697108467780895,-0.20383405407890454,0.0001220703125,17.848120836406732,8192.0,False,True
sample10174,41.13209881492684,26.51625846313521,0.269042631909849,0.8747346976905389,0.0001220703125,18.627438485362536,8192.0,False,True
sample10175,28.4530322650878,38.66418269621635,-0.9121156055565773,0.11724517452675964,0.0001220703125,18.549026350678965,8192.0,False,True
sample10176,52.6107183360959,29.037677537017654,-0.3485567320447318,0.5097032685344488,0.0001220703125,16.806830289553,8192.0,False,True
sample10177,58.171052618812695,14.897056619505877,0.26700175912029367,0.105353926966688,0.0001220703125,20.501899998652494,8192.0,False,True
sample10178,30.36593813007984,26.062858542012076,0.36464730206655427,-0.5491643310496368,0.0001220703125,20.537151945712292,8192.0,False,True
sample10179,13.08979682254989,14.912551974416285,-0.5069924604761931,-0.14073017611934946,0.0001220703125,31.80338728882446,8192.0,False,True
sample1018,25.834502780543815,9.926541981695937,0.6183158317706289,0.17465513382462083,0.0001220703125,29.60110268080318,8192.0,False,True
sample10180,34.844469004236245,8.440468440433484,-0.30475484080275583,0.4344206705394421,0.0001220703125,28.797868725879308,8192.0,False,True
sample10181,35.2948027118111,32.494478795886394,0.2067522951933608,0.5419906724551667,0.0001220703125,18.28440794777395,8192.0,False,True
sample10182,27.46136350987432,39.603601941983946,0.8814550450668667,0.13352236254231686,0.0001220703125,18.627156698175536,8192.0,False,True
sample10183,35.68478110885569,15.115837020388154,0.8974849429548476,-0.6817784280455619,0.0001220703125,23.402987959217036,8192.0,False,True
sample10184,67.98644341703877,31.693126001886647,0.290739351117436,0.336314312780737,0.0001220703125,15.146468745799137,8192.0,False,True
sample10185,9.295489337836411,46.28944885416148,0.7387899105010541,0.4386282046115261,0.0001220703125,25.76129492147874,8192.0,False,True
sample10186,14.52572726177018,68.72307164420727,-0.10770541524682509,-0.279977916080384,0.0001220703125,19.76232229921506,8192.0,False,True
sample10187,7.583606670445668,5.613633595610681,-0.03383198800375642,-0.6618234633880611,0.0001220703125,51.24439153219959,8192.0,False,True
sample10188,64.63186658829216,47.89009789379864,0.2906550176174155,0.8709991756262697,0.0001220703125,13.424586055518981,8192.0,False,True
sample10189,42.85315045119674,71.88947313535036,0.9306380366591817,-0.2997222392428476,0.0001220703125,13.481197606483958,8192.0,False,True
