index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
87,32.21,27.65,0.76,0.78,0.95,0.92,0.81,0.85,660.31
88,65.87,65.54,0.96,0.95,0.76,0.89,0.83,0.79,922.09
89,71.00,55.65,0.95,0.86,0.83,0.86,0.82,0.97,751.65
90,31.32,26.06,0.93,0.75,0.91,0.81,0.93,0.82,901.83
91,54.73,9.25,0.90,0.92,0.83,0.85,0.79,0.97,984.95
92,22.32,5.57,0.78,0.85,0.88,0.94,0.75,0.80,890.44
93,69.68,60.40,0.79,0.91,0.76,0.86,0.91,0.82,986.27
94,40.99,21.82,0.95,0.91,0.87,0.94,0.89,0.95,516.42
95,71.18,19.82,0.98,0.95,0.77,0.94,0.97,0.91,820.83
96,48.08,26.00,0.82,0.99,0.88,0.81,0.81,0.95,706.04
97,70.07,49.67,0.82,0.78,0.97,0.93,0.76,0.89,902.56
98,71.55,67.14,0.95,0.94,0.98,0.84,0.94,0.79,449.49
99,23.87,18.14,0.99,0.87,0.84,0.86,0.83,0.98,705.17
100,71.42,17.38,0.78,0.93,0.97,0.87,0.77,0.93,682.45
101,55.09,14.94,0.85,0.94,0.79,0.98,0.91,0.93,377.27
102,55.16,46.28,0.89,0.78,0.80,0.78,0.84,0.76,947.46
103,73.39,48.83,0.90,0.88,0.92,0.86,0.97,0.80,685.23
104,63.13,20.74,0.87,0.87,0.84,0.76,0.77,0.79,797.51
105,38.53,28.62,0.86,0.79,0.93,0.98,0.90,0.83,709.30
106,57.00,23.05,0.80,0.77,0.79,0.89,0.88,0.90,898.02
107,63.11,39.39,0.77,0.93,0.96,0.84,0.76,0.87,600.05
108,44.42,10.63,0.85,0.97,0.95,0.84,0.90,0.88,843.31
109,70.96,32.92,0.95,0.78,0.85,0.87,0.93,0.95,672.77
110,61.43,22.22,0.86,0.79,0.85,0.78,0.95,0.92,546.65
111,34.35,16.49,0.97,0.90,0.76,0.90,0.83,0.80,650.28
112,41.20,36.86,0.86,0.93,0.75,0.78,0.96,0.96,763.07
113,61.02,14.80,0.91,0.89,0.76,0.98,0.98,0.86,692.95
114,65.96,9.41,0.90,0.83,0.94,0.82,0.75,0.95,909.58
115,46.06,5.75,0.81,0.91,0.95,0.91,0.86,0.89,827.64
116,49.12,39.88,0.83,0.91,0.79,0.78,0.80,0.79,368.98
117,69.77,24.62,0.83,0.98,0.79,0.92,0.91,0.97,825.33
118,63.17,8.49,0.85,0.84,0.96,0.87,0.90,0.88,622.36
119,19.45,9.72,0.92,0.91,0.89,0.98,0.86,0.92,581.11
120,70.08,42.06,0.77,0.75,0.93,0.86,0.92,0.87,960.72
121,26.35,8.79,0.89,0.81,0.79,0.85,0.78,0.78,812.69
122,62.19,5.82,0.82,0.87,0.97,0.96,0.84,0.97,886.00
123,43.36,26.57,0.87,0.91,0.86,0.88,0.80,0.92,767.11
124,49.98,8.18,0.92,0.80,0.97,0.89,0.88,0.80,643.29
125,40.67,17.67,0.87,0.84,0.96,0.90,0.97,0.85,667.77
126,42.29,20.70,0.83,0.85,0.94,0.82,0.85,0.90,926.29
127,67.17,29.89,0.96,0.89,0.86,0.89,0.82,0.78,477.88
128,62.81,45.71,0.76,0.76,0.91,0.94,0.86,0.79,762.37
129,34.15,21.22,0.78,0.88,0.83,0.78,0.76,0.86,447.18
130,72.11,71.48,0.75,0.78,0.92,0.82,0.79,0.91,354.55
131,48.15,42.36,0.79,0.87,0.98,0.80,0.85,0.89,894.13
132,74.82,60.84,0.77,0.84,0.86,0.81,0.77,0.86,671.29
133,33.65,21.92,0.86,0.82,0.82,0.87,0.92,0.93,899.04
134,57.28,23.61,0.85,0.93,0.86,0.80,0.79,0.94,953.33
135,63.11,14.56,0.95,0.78,0.91,0.81,0.78,0.89,715.07
136,38.69,5.51,0.85,0.92,0.77,0.80,0.98,0.87,659.35
137,57.02,38.12,0.86,0.96,0.82,0.93,0.86,0.80,969.05
138,36.97,23.18,0.82,0.95,0.91,0.97,0.88,0.90,887.55
139,69.65,11.64,0.80,0.78,0.91,0.89,0.89,0.91,698.70
140,46.30,19.38,0.92,0.77,0.83,0.86,0.82,0.87,888.66
141,45.37,32.46,0.84,0.92,0.81,0.99,0.96,0.95,569.72
142,74.11,26.66,0.77,0.75,0.76,0.96,0.99,0.94,993.82
143,47.77,17.77,0.77,0.84,0.94,0.98,0.81,0.84,828.86
144,53.82,53.25,0.76,0.93,0.77,0.80,0.95,0.85,843.86
145,49.54,13.58,0.83,0.91,0.84,0.83,0.90,0.78,746.47
146,32.07,15.96,0.93,0.86,0.93,0.77,0.95,0.94,966.92
147,73.77,40.31,0.78,0.98,0.83,0.83,0.92,0.92,821.55
148,54.40,48.27,0.77,0.84,0.91,0.99,0.76,0.92,563.34
149,35.77,6.01,0.86,0.95,0.82,0.87,0.99,0.88,692.25
150,8.96,6.84,0.94,0.83,0.96,0.94,0.92,0.94,988.40
151,48.21,43.53,0.77,0.95,0.85,0.96,0.76,0.78,595.39
152,57.97,23.67,0.83,0.86,0.97,0.84,0.77,0.96,979.54
153,71.75,46.66,0.76,0.86,0.92,0.85,0.92,0.95,662.41
154,23.73,7.55,0.83,0.93,0.78,0.87,0.97,0.99,718.94
155,56.78,31.00,0.96,0.76,0.87,0.80,0.82,0.97,698.10
156,72.78,18.43,0.95,0.78,0.86,0.91,0.96,0.95,949.06
157,35.21,25.65,0.78,0.96,0.93,0.86,0.93,0.88,825.47
158,34.53,22.36,0.77,0.87,0.77,0.83,0.98,0.85,728.56
159,72.92,31.90,0.76,0.84,0.78,0.82,0.76,0.89,402.74
160,70.52,13.89,0.92,0.93,0.82,0.89,0.95,0.96,898.95
161,65.93,13.66,0.76,0.92,0.90,0.80,0.83,0.82,182.47
162,74.72,25.88,0.94,0.90,0.99,0.89,0.89,0.83,999.67
163,26.02,21.48,0.97,0.90,0.96,0.77,0.81,0.78,893.67
164,56.29,41.57,0.84,0.97,0.92,0.75,0.82,0.90,389.11
165,72.15,57.58,0.98,0.81,0.92,0.95,0.90,0.95,921.55
166,39.35,19.57,0.89,0.77,0.87,0.93,0.81,0.96,865.78
167,67.60,20.88,0.84,0.85,0.95,0.76,0.90,0.92,912.22
168,45.73,20.78,0.93,0.97,0.98,0.94,0.80,0.88,985.12
169,36.99,14.15,0.88,0.96,0.86,0.81,0.95,0.82,446.99
170,73.40,67.43,0.94,0.83,0.95,0.78,0.97,0.95,482.97
171,63.63,61.08,0.94,0.94,0.89,0.84,0.86,0.79,986.91
172,71.07,51.27,0.85,0.98,0.94,0.94,0.80,0.92,954.17
173,23.99,5.27,0.90,0.87,0.97,0.79,0.95,0.88,186.88
174,50.69,28.98,0.83,0.87,0.86,0.86,0.82,0.88,796.95
175,55.30,31.68,0.78,0.91,0.94,0.90,0.93,0.99,905.83
176,51.19,49.44,0.88,0.92,0.85,0.98,0.85,0.95,444.58
177,46.24,8.47,0.82,0.97,0.80,0.88,0.82,0.99,549.98
178,69.40,64.30,0.76,0.87,0.85,0.98,0.91,0.98,558.10
179,69.52,26.03,0.76,0.87,0.83,0.97,0.84,0.98,892.18
180,57.83,53.14,0.80,0.78,0.97,0.94,0.76,0.87,640.00
181,38.63,27.88,0.85,0.75,0.97,0.88,0.86,0.93,948.62
182,29.60,25.96,0.86,0.92,0.86,0.78,0.98,0.78,506.89
183,50.87,37.17,0.85,0.94,0.87,0.96,0.98,0.84,635.75
184,58.41,53.42,0.76,0.89,0.81,0.81,0.81,0.78,625.70
185,63.26,42.89,0.91,0.89,0.75,0.89,0.86,0.79,879.31
186,67.12,14.43,0.82,0.78,0.95,0.86,0.91,0.78,780.84
187,69.19,52.05,0.82,0.78,0.78,0.85,0.91,0.76,746.82
188,58.45,38.28,0.94,0.85,0.99,0.97,0.91,0.84,933.22
189,69.56,55.02,0.93,0.98,0.78,0.82,0.79,0.79,834.12
190,53.76,26.86,0.82,0.77,0.88,0.96,0.96,0.95,792.84
191,63.08,22.61,0.88,0.93,0.75,0.89,0.78,0.86,519.22
192,65.44,9.44,0.82,0.96,0.87,0.90,0.77,0.91,964.73
193,56.14,35.51,0.79,0.93,0.95,0.90,0.85,0.81,913.43
194,71.32,68.14,0.92,0.75,0.94,0.85,0.98,0.88,609.98
195,73.89,25.08,0.90,0.78,0.91,0.82,0.80,0.99,988.64
196,61.71,42.74,0.79,0.95,0.92,0.84,0.87,0.77,928.12
197,59.08,18.47,0.79,0.92,0.91,0.90,0.80,0.98,638.75
198,67.28,47.20,0.81,0.96,0.79,0.82,0.96,0.82,973.41
199,70.38,36.86,0.91,0.88,0.97,0.98,0.90,0.76,731.98
200,61.99,5.66,0.81,0.97,0.79,0.76,0.82,0.90,433.81
201,18.13,14.17,0.96,0.91,0.79,0.77,0.83,0.88,800.54
202,74.83,53.74,0.87,0.92,0.78,0.84,0.94,0.77,842.38
203,61.39,58.20,0.99,0.99,0.79,0.84,0.76,0.77,636.86
204,47.48,20.02,0.96,0.77,0.83,0.97,0.81,0.96,948.60
205,67.46,53.68,0.92,0.96,0.95,0.95,0.83,0.90,706.80
206,67.92,21.94,0.79,0.86,0.98,0.86,0.86,0.83,922.52
207,72.03,44.54,0.83,0.88,0.93,0.92,0.82,0.96,887.09
208,65.30,28.35,0.98,0.92,0.87,0.96,0.89,0.89,573.64
209,27.42,21.36,0.76,0.95,0.97,0.86,0.91,0.90,865.14
210,41.22,22.87,0.84,0.97,0.88,0.95,0.81,0.91,663.98
211,40.53,32.02,0.91,0.96,0.87,0.93,0.91,0.91,605.22
212,71.68,6.80,0.85,0.86,0.83,0.87,0.87,0.88,862.94
213,60.49,27.96,0.86,0.86,0.94,0.86,0.81,0.85,941.50
214,21.15,20.38,0.97,0.85,0.90,0.89,0.93,0.93,927.55
215,61.29,44.91,0.85,0.78,0.88,0.97,0.82,0.88,892.74
216,15.85,5.78,0.80,0.85,0.86,0.80,0.80,0.89,881.51
217,45.09,22.92,0.81,0.90,0.95,0.82,0.85,0.82,874.68
218,22.80,12.21,0.97,0.85,0.97,0.98,0.75,0.79,956.56
219,44.65,33.04,0.86,0.93,0.76,0.83,0.75,0.77,576.39
220,62.72,25.70,0.89,0.92,0.80,0.90,0.90,0.99,852.48
221,66.30,32.48,0.85,0.95,0.87,0.93,0.88,0.99,896.23
222,21.18,12.86,0.89,0.98,0.82,0.80,0.81,0.94,985.42
223,63.68,25.87,0.92,0.91,0.77,0.91,0.85,0.79,703.98
224,23.92,11.24,0.99,0.80,0.80,0.79,0.77,0.92,688.52
225,70.00,6.77,0.86,0.93,0.86,0.85,0.87,0.98,696.65
226,39.14,39.12,0.93,0.82,0.87,0.92,0.89,0.91,797.16
227,43.75,10.98,0.83,0.79,0.83,0.89,0.90,0.77,797.38
228,50.47,13.30,0.75,0.80,0.85,0.87,0.89,0.80,943.75
229,27.66,5.27,0.92,0.80,0.78,0.78,0.97,0.92,679.35
230,24.69,21.17,0.93,0.96,0.85,0.84,0.89,0.83,825.93
231,28.65,17.12,0.79,0.87,0.86,0.81,0.80,0.84,477.64
232,49.49,45.76,0.93,0.77,0.79,0.81,0.95,0.87,733.58
233,56.82,21.96,0.97,0.82,0.79,0.88,0.77,0.78,620.05
234,66.07,56.54,0.91,0.83,0.80,0.99,0.90,0.96,662.17
235,50.32,7.25,0.92,0.83,0.90,0.79,0.83,0.81,346.87
236,46.95,37.55,0.78,0.94,0.80,0.90,0.88,0.79,818.28
237,43.94,39.80,0.82,0.86,0.94,0.79,0.92,0.84,596.99
238,62.67,39.19,0.96,0.96,0.91,0.96,0.79,0.88,514.90
239,39.69,37.12,0.99,0.82,0.93,0.84,0.77,0.87,993.25
240,44.35,23.05,0.92,0.96,0.92,0.75,0.87,0.90,788.69
241,71.93,15.70,0.97,0.76,0.80,0.79,0.88,0.81,892.65
242,32.15,6.04,0.91,0.78,0.83,0.76,0.77,0.96,918.37
243,59.59,30.67,0.87,0.94,0.93,0.86,0.80,0.85,835.20
244,62.26,60.56,0.86,0.83,0.91,0.85,0.83,0.91,754.19
245,64.34,34.62,0.92,0.83,0.87,0.76,0.83,0.88,807.52
246,44.19,26.11,0.76,0.85,0.85,0.81,0.77,0.78,966.72
247,62.02,33.69,0.85,0.91,0.78,0.80,0.77,0.90,649.15
248,69.91,13.62,0.83,0.87,0.92,0.84,0.89,0.76,978.69
249,54.46,16.47,0.95,0.97,0.80,0.98,0.99,0.98,960.56
250,14.01,13.24,0.91,0.77,0.86,0.93,0.97,0.94,587.91
251,52.12,36.46,0.86,0.82,0.97,0.92,0.90,0.96,673.26
252,23.96,14.25,0.84,0.75,0.80,0.96,0.89,0.86,960.07
253,37.98,28.21,0.82,0.85,0.81,0.92,0.84,0.90,359.97
254,67.55,47.08,0.80,0.98,0.85,0.86,0.85,0.96,976.83
255,54.32,47.77,0.84,0.98,0.89,0.96,0.95,0.90,340.94
256,71.44,42.99,0.82,0.92,0.84,0.90,0.80,0.86,601.41
257,50.36,39.78,0.98,0.85,0.95,0.91,0.77,0.94,465.43
258,18.81,13.52,0.92,0.84,0.77,0.83,0.86,0.88,205.97
259,18.85,17.05,0.85,0.86,0.89,0.78,0.79,0.83,679.69
260,18.79,13.18,0.79,0.98,0.77,0.92,0.97,0.85,948.43
261,67.54,25.36,0.92,0.84,0.93,0.80,0.78,0.79,593.64
262,30.64,11.74,0.76,0.81,0.94,0.94,0.87,0.86,455.72
263,70.90,49.36,0.82,0.81,0.88,0.78,0.81,0.95,907.67
264,29.50,16.12,0.82,0.83,0.82,0.86,0.95,0.84,702.06
265,52.61,48.92,0.98,0.83,0.91,0.89,0.92,0.95,979.94
266,15.66,15.26,0.89,0.90,0.94,0.85,0.81,0.89,725.93
267,23.84,12.86,0.76,0.79,0.84,0.80,0.84,0.94,695.91
268,24.91,6.48,0.80,0.82,0.80,0.85,0.96,0.77,512.84
269,70.66,42.96,0.93,0.81,0.96,0.94,0.86,0.88,574.24
270,54.10,7.62,0.95,0.88,0.93,0.78,0.94,0.98,448.87
271,51.13,36.04,0.89,0.92,0.87,0.82,0.89,0.85,939.70
272,46.35,45.08,0.80,0.96,0.80,0.81,0.76,0.85,967.49
273,23.18,5.68,0.79,0.94,0.89,0.86,0.94,0.84,989.33
274,54.43,20.52,0.94,0.82,0.86,0.77,0.85,0.89,768.29
275,23.09,6.20,0.91,0.92,0.77,0.89,0.80,0.76,834.13
276,38.89,31.23,0.92,0.84,0.89,0.93,0.87,0.94,723.06
277,71.70,67.79,0.98,0.84,0.80,0.89,0.84,0.76,597.98
278,62.40,39.09,0.95,0.97,0.88,0.84,0.79,0.76,454.37
279,36.17,16.34,0.86,0.87,0.93,0.85,0.92,0.82,998.57
280,53.57,33.67,0.95,0.94,0.75,0.88,0.93,0.91,952.12
281,31.04,12.18,0.77,0.83,0.91,0.75,0.78,0.87,709.84
282,60.27,56.37,0.77,0.93,0.78,0.95,0.99,0.93,827.22
283,64.12,54.33,0.85,0.91,0.92,0.81,0.96,0.91,901.07
284,39.57,13.51,0.84,0.91,0.81,0.95,0.98,0.77,596.50
285,66.12,14.16,0.94,0.93,0.90,0.84,0.85,0.97,984.35
286,68.78,41.03,0.82,0.79,0.85,0.95,0.82,0.94,355.95
287,63.88,42.53,0.89,0.82,0.75,0.95,0.86,0.96,989.86
288,33.73,25.49,0.85,0.78,0.90,0.82,0.86,0.77,791.72
289,54.38,40.24,0.88,0.79,0.94,0.91,0.84,0.82,813.12
290,46.51,35.05,0.85,0.83,0.94,0.81,0.83,0.86,525.11
291,67.76,62.63,0.93,0.99,0.78,0.75,0.92,0.89,911.15
292,64.44,19.12,0.79,0.79,0.86,0.87,0.90,0.90,993.17
293,65.03,37.54,0.97,0.87,0.99,0.76,0.84,0.88,298.48
294,14.78,7.79,0.96,0.86,0.91,0.98,0.78,0.85,967.77
295,71.86,34.87,0.75,0.97,0.97,0.97,0.79,0.89,830.13
296,41.67,37.46,0.91,0.89,0.83,0.81,0.95,0.86,843.90
297,65.04,9.36,0.78,0.88,0.77,0.84,0.89,0.96,863.00
298,71.04,29.54,0.87,0.91,0.93,0.78,0.95,0.80,916.77
299,46.55,45.64,0.85,0.81,0.82,0.77,0.90,0.96,519.91
300,70.74,41.93,0.94,0.99,0.82,0.96,0.97,0.82,867.71
301,74.22,56.47,0.88,0.99,0.92,0.96,0.78,0.88,508.12
302,49.60,28.70,0.83,0.77,0.87,0.94,0.81,0.77,845.67
303,44.82,19.74,0.76,0.95,0.80,0.89,0.90,0.89,790.48
304,74.85,30.33,0.96,0.98,0.98,0.91,0.98,0.86,835.89
305,73.38,41.47,0.76,0.78,0.96,0.82,0.76,0.94,917.74
306,70.70,5.24,0.95,0.82,0.76,0.91,0.86,0.94,944.53
307,14.65,11.62,0.98,0.86,0.78,0.86,0.91,0.91,455.71
308,53.27,6.25,0.86,0.90,0.78,0.94,0.98,0.88,789.26
309,63.64,22.45,0.86,0.85,0.83,0.78,0.81,0.91,890.19
310,15.50,10.71,0.79,0.85,0.80,0.76,0.90,0.75,891.16
311,59.13,37.29,0.92,0.83,0.95,0.76,0.88,0.98,936.96
312,65.10,24.33,0.76,0.86,0.90,0.98,0.98,0.85,459.04
313,65.37,27.31,0.97,0.96,0.94,0.77,0.86,0.84,654.65
314,44.04,18.96,0.81,0.94,0.97,0.91,0.82,0.95,485.17
315,67.26,49.63,0.82,0.91,0.80,0.86,0.91,0.90,829.62
316,57.14,16.89,0.86,0.88,0.77,0.94,0.98,0.93,907.68
317,55.56,46.80,0.92,0.82,0.97,0.97,0.80,0.92,882.89
318,56.19,27.75,0.78,0.80,0.79,0.88,0.82,0.86,441.28
319,49.23,46.06,0.85,0.98,0.84,0.99,0.82,0.76,801.20
320,53.35,31.82,0.77,0.81,0.98,0.82,0.77,0.92,333.11
321,39.55,19.75,0.81,0.86,0.76,0.77,0.95,0.87,949.24
322,49.92,42.25,0.78,0.97,0.83,0.92,0.80,0.77,620.04
323,64.96,36.05,0.92,0.82,0.87,0.94,0.93,0.95,970.73
324,73.03,34.85,0.91,0.95,0.92,0.94,0.90,0.97,809.10
325,24.79,20.93,0.87,0.79,0.91,0.80,0.80,0.84,512.48
326,45.12,40.74,0.95,0.77,0.96,0.80,0.95,0.81,397.62
327,52.46,7.25,0.95,0.93,0.95,0.82,0.86,0.96,769.72
328,31.45,17.58,0.83,0.99,0.86,0.98,0.90,0.85,466.84
329,42.39,29.29,0.98,0.90,0.91,0.85,0.87,0.97,699.76
330,51.20,30.51,0.90,0.89,0.76,0.80,0.97,0.88,775.91
331,47.01,41.18,0.78,0.75,0.94,0.93,0.76,0.77,939.51
332,74.69,73.97,0.91,0.97,0.98,0.75,0.85,0.91,882.85
333,71.35,7.07,0.91,0.82,0.75,0.81,0.79,0.93,692.97
334,49.47,20.93,0.98,0.89,0.87,0.80,0.79,0.83,169.67
335,73.90,55.28,0.86,0.89,0.92,0.97,0.84,0.85,520.48
336,67.63,51.80,0.91,0.90,0.97,0.95,0.78,0.99,941.74
337,74.89,7.13,0.93,0.76,0.88,0.99,0.87,0.78,686.98
338,68.70,30.20,0.98,0.91,0.82,0.77,0.95,0.85,948.20
339,28.28,26.21,0.77,0.88,0.97,0.83,0.92,0.81,509.58
340,37.44,18.99,0.81,0.92,0.78,0.86,0.84,0.85,436.10
341,22.94,10.67,0.89,0.96,0.86,0.94,0.80,0.84,835.20
342,40.69,16.20,0.84,0.79,0.95,0.76,0.80,0.78,666.81
343,22.93,13.40,0.98,0.98,0.88,0.88,0.79,0.76,494.02
344,57.39,52.65,0.76,0.76,0.77,0.84,0.98,0.77,948.40
345,53.33,31.69,0.99,0.87,0.83,0.76,0.85,0.95,821.96
346,73.19,36.62,0.97,0.93,0.76,0.76,0.88,0.88,881.18
347,56.71,11.14,0.92,0.86,0.93,0.79,0.80,0.88,841.86
348,61.56,32.74,0.79,0.85,0.94,0.79,0.77,0.96,704.43
349,43.09,24.18,0.80,0.80,0.95,0.77,0.86,0.87,675.16
350,31.41,18.61,0.90,0.88,0.84,0.87,0.96,0.96,650.61
351,61.40,19.98,0.77,0.78,0.86,0.94,0.81,0.81,898.00
352,74.19,56.29,0.81,0.92,0.99,0.88,0.93,0.97,831.51
353,51.85,33.57,0.95,0.94,0.94,0.97,0.79,0.92,734.11
354,24.50,12.11,0.83,0.79,0.88,0.81,0.90,0.77,846.46
355,48.93,8.50,0.79,0.89,0.80,0.87,0.92,0.86,992.23
356,62.88,31.30,0.88,0.80,0.79,0.80,0.97,0.95,727.94
357,49.15,19.86,0.77,0.95,0.86,0.80,0.82,0.82,602.97
358,73.35,39.97,0.97,0.97,0.90,0.95,0.80,0.78,496.69
359,73.44,20.62,0.94,0.98,0.91,0.95,0.85,0.94,970.14
360,42.57,33.20,0.77,0.82,0.75,0.79,0.89,0.94,882.71
361,17.35,7.86,0.86,0.90,0.76,0.82,0.84,0.84,901.76
362,49.35,23.84,0.77,0.89,0.96,0.99,0.86,0.93,812.46
363,53.22,17.13,0.89,0.94,0.84,0.91,0.75,0.96,955.54
364,35.66,17.63,0.91,0.85,0.96,0.90,0.96,0.83,565.45
