index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
27,15.12,8.07,0.88,0.88,0.95,0.99,0.77,0.77,614.51
28,15.80,12.24,0.90,0.90,0.76,0.94,0.88,0.86,956.11
29,52.81,46.14,0.78,0.82,0.94,0.82,0.94,0.87,633.64
30,57.13,16.94,0.78,0.93,0.97,0.92,0.97,0.83,848.63
31,72.73,69.76,0.85,0.80,0.94,0.92,0.95,0.76,821.30
32,45.67,27.81,0.98,0.92,0.92,0.84,0.76,0.78,734.82
33,30.93,29.28,0.89,0.96,0.95,0.90,0.84,0.84,878.48
34,46.36,37.87,0.97,0.78,0.76,0.75,0.76,0.76,898.78
35,18.26,6.60,0.94,0.90,0.80,0.80,0.78,0.92,827.86
36,72.10,14.09,0.86,0.77,0.78,0.88,0.91,0.80,912.05
37,38.76,38.30,0.94,0.92,0.87,0.79,0.92,0.82,994.45
38,59.79,20.88,0.75,0.77,0.93,0.79,0.94,0.84,748.80
39,51.89,10.79,0.78,0.97,0.90,0.95,0.96,0.85,801.59
40,39.07,35.60,0.95,0.78,0.95,0.99,0.93,0.75,237.86
41,63.29,39.35,0.94,0.98,0.79,0.88,0.94,0.78,926.86
42,70.65,54.02,0.81,0.94,0.93,0.95,0.76,0.96,804.51
43,45.02,26.87,0.88,0.89,0.80,0.99,0.81,0.75,742.02
44,63.26,38.14,0.90,0.94,0.81,0.78,0.90,0.87,456.25
45,61.33,23.69,0.96,0.94,0.92,0.86,0.96,0.87,961.82
46,32.12,28.21,0.89,0.98,0.99,0.84,0.75,0.83,734.10
47,41.45,25.18,0.85,0.81,0.90,0.77,0.87,0.85,880.61
48,52.77,35.72,0.84,0.89,0.76,0.93,0.91,0.94,531.59
49,14.78,6.51,0.85,0.77,0.90,0.85,0.76,0.95,987.03
50,62.84,18.99,0.91,0.90,0.76,0.86,0.85,0.81,563.85
51,67.73,5.52,0.96,0.79,0.96,0.79,0.96,0.83,585.14
52,60.08,14.82,0.86,0.89,0.92,0.79,0.91,0.81,950.65
53,51.54,43.78,0.81,0.89,0.79,0.97,0.81,0.87,970.00
54,54.36,12.60,0.81,0.86,0.77,0.76,0.95,0.91,597.15
55,59.65,52.06,0.93,0.88,0.79,0.81,0.83,0.80,777.68
56,37.12,24.69,0.95,0.93,0.99,0.82,0.95,0.83,901.96
57,51.16,44.81,0.78,0.94,0.86,0.87,0.82,0.97,957.73
58,55.89,14.79,0.77,0.87,0.94,0.89,0.89,0.76,724.11
59,58.81,13.02,0.89,0.89,0.90,0.87,0.85,0.86,802.86
60,51.79,12.54,0.79,0.97,0.89,0.77,0.82,0.92,905.31
61,69.12,37.98,0.95,0.78,0.78,0.81,0.96,0.79,900.99
62,44.57,21.11,0.82,0.78,0.98,0.95,0.80,0.76,921.76
63,58.55,7.62,0.78,0.77,0.82,0.90,0.77,0.78,829.31
64,49.43,43.84,0.97,0.91,0.89,0.91,0.83,0.97,472.53
65,43.75,30.96,0.79,0.85,0.92,0.91,0.92,0.75,966.94
66,63.09,44.14,0.82,0.94,0.91,0.93,0.94,0.80,953.07
67,61.58,26.28,0.79,0.91,0.98,0.76,0.99,0.76,927.66
68,27.20,7.16,0.78,0.83,0.79,0.84,0.82,0.78,465.34
69,71.70,35.57,0.76,0.97,0.87,0.88,0.85,0.90,589.82
70,25.36,20.02,0.76,0.93,0.85,0.83,0.78,0.81,906.07
71,41.05,33.60,0.79,0.81,0.86,0.95,0.89,0.89,288.92
72,64.74,22.92,0.76,0.84,0.78,0.87,0.99,0.89,993.03
73,70.52,21.38,0.89,0.83,0.78,0.93,0.92,0.95,722.89
74,16.52,9.08,0.91,0.79,0.82,0.95,0.89,0.75,896.11
75,24.70,8.14,0.84,0.79,0.82,0.87,0.84,0.95,961.06
76,35.46,25.55,0.83,0.97,0.85,0.97,0.97,0.90,733.87
77,74.47,51.33,0.87,0.86,0.90,0.89,0.87,0.79,683.86
78,67.42,43.99,0.96,0.84,0.90,0.95,0.78,0.94,847.69
79,59.87,57.40,0.95,0.93,0.85,0.83,0.84,0.96,834.63
80,67.36,51.50,0.76,0.88,0.85,0.87,0.77,0.81,742.73
81,67.54,33.45,0.79,0.97,0.80,0.88,0.80,0.97,844.45
82,61.98,41.32,0.81,0.94,0.89,0.78,0.75,0.86,978.00
83,27.12,16.69,0.81,0.87,0.83,0.85,0.86,0.89,776.49
84,59.04,6.59,0.89,0.84,0.76,0.97,0.90,0.99,582.40
85,51.32,11.30,0.85,0.99,0.85,0.90,0.83,0.84,722.93
86,55.57,31.16,0.76,0.92,0.86,0.79,0.85,0.95,733.55
87,37.33,11.61,0.84,0.98,0.80,0.83,0.98,0.83,509.14
88,57.28,16.29,0.88,0.78,0.89,0.80,0.93,0.94,547.05
89,40.07,23.37,0.77,0.95,0.89,0.76,0.88,0.89,881.46
90,70.58,15.66,0.95,0.90,0.92,0.97,0.82,0.80,698.05
91,53.74,21.87,0.76,0.78,0.91,0.86,0.97,0.85,984.75
92,36.23,13.59,0.97,0.89,0.91,0.82,0.81,0.83,625.18
93,63.18,31.67,0.77,0.91,0.83,0.89,0.83,0.77,463.89
94,26.11,15.73,0.95,0.75,0.94,0.75,0.97,0.76,910.07
95,49.12,17.55,0.97,0.86,0.88,0.82,0.88,0.83,958.70
96,46.96,30.33,0.99,0.95,0.85,0.92,0.93,0.75,653.30
97,66.22,11.14,0.94,0.82,0.90,0.90,0.89,0.79,587.60
98,18.75,13.26,0.94,0.86,0.84,0.99,0.91,0.92,571.42
99,72.33,26.72,0.90,0.86,0.87,0.90,0.82,0.92,805.43
100,37.79,9.34,0.75,0.89,0.80,0.86,0.91,0.97,971.86
101,37.08,23.16,0.83,0.88,0.89,0.77,0.98,0.78,994.71
102,14.03,8.16,0.94,0.95,0.93,0.98,0.84,0.91,706.54
103,38.70,15.66,0.95,0.92,0.81,0.82,0.85,0.95,861.14
104,72.15,49.26,0.78,0.76,0.95,0.80,0.94,0.81,779.95
105,50.68,32.50,0.94,0.76,0.97,0.82,0.87,0.82,995.53
106,69.53,39.69,0.78,0.89,0.89,0.98,0.93,0.98,455.83
107,27.34,12.75,0.84,0.87,0.91,0.77,0.86,0.81,744.68
108,55.83,22.67,0.99,0.81,0.76,0.96,0.80,0.85,956.71
109,37.28,25.63,0.80,0.85,0.98,0.92,0.93,0.85,657.91
110,58.54,51.20,0.79,0.93,0.84,0.95,0.78,0.81,923.65
111,66.37,46.98,0.85,0.95,0.97,0.98,0.80,0.94,726.47
112,68.11,38.09,0.90,0.88,0.89,0.95,0.90,0.94,993.29
113,73.92,71.50,0.97,0.84,0.75,0.98,0.93,0.84,959.61
114,73.77,28.99,0.99,0.81,0.76,0.78,0.96,0.95,670.93
115,71.71,17.41,0.77,0.88,0.91,0.94,0.82,0.80,916.73
116,52.47,10.03,0.78,0.83,0.89,0.88,0.78,0.75,696.25
117,64.22,14.65,0.94,0.89,0.76,0.88,0.98,0.89,846.59
118,26.31,7.82,0.81,0.91,0.93,0.97,0.79,0.99,870.14
119,43.70,36.47,0.96,0.77,0.95,0.98,0.80,0.76,939.69
120,67.47,11.79,0.91,0.75,0.87,0.92,0.82,0.80,294.05
121,64.21,57.47,0.78,0.80,0.86,0.87,0.88,0.87,604.54
122,74.43,48.17,0.95,0.96,0.75,0.86,0.96,0.94,893.04
123,42.97,42.20,0.79,0.91,0.94,0.84,0.93,0.77,826.20
124,51.20,16.57,0.85,0.79,0.83,0.84,0.92,0.84,791.64
125,26.17,22.73,0.88,0.96,0.96,0.84,0.79,0.93,382.94
126,71.33,16.22,0.87,0.86,0.84,0.77,0.84,0.84,704.01
127,64.64,30.64,0.91,0.86,0.89,0.77,0.86,0.80,952.89
128,56.70,45.90,0.91,0.97,0.81,0.94,0.79,0.80,317.02
129,56.46,33.22,0.99,0.76,0.79,0.86,0.82,0.85,734.98
130,44.33,25.72,0.99,0.80,0.94,0.97,0.82,0.87,981.39
131,55.38,30.99,0.87,0.89,0.87,0.90,0.78,0.96,372.84
132,40.63,33.34,0.77,0.80,0.88,0.76,0.88,0.90,908.54
133,68.50,58.20,0.92,0.91,0.98,0.79,0.92,0.92,636.90
134,59.06,34.35,0.98,0.80,0.98,0.80,0.77,0.99,953.45
135,50.30,19.48,0.83,0.77,0.96,0.98,0.87,0.85,907.07
136,70.91,28.97,0.86,0.80,0.80,0.80,0.94,0.85,960.39
137,33.57,13.45,0.85,0.85,0.89,0.87,0.93,0.97,600.66
138,67.73,35.80,0.76,0.79,0.96,0.97,0.95,0.81,810.16
139,13.81,12.03,0.91,0.78,0.84,0.98,0.86,0.93,920.32
140,23.52,11.42,0.83,0.96,0.77,0.81,0.95,0.93,626.97
141,64.25,51.72,0.94,0.83,0.94,0.76,0.81,0.77,614.04
142,50.89,17.56,0.95,0.84,0.87,0.79,0.84,0.86,304.22
143,51.40,33.95,0.95,0.76,0.89,0.77,0.79,0.80,985.99
144,36.49,6.38,0.85,0.84,0.99,0.80,0.86,0.79,892.24
145,27.86,22.17,0.83,0.81,0.90,0.89,0.84,0.86,859.94
146,54.72,18.85,0.93,0.90,0.85,0.97,0.81,0.82,906.23
147,64.59,59.47,0.94,0.80,0.84,0.88,0.93,0.94,810.33
148,66.22,65.24,0.87,0.96,0.85,0.90,0.83,0.97,781.15
149,28.75,22.27,0.96,0.97,0.78,0.80,0.82,0.94,766.36
150,51.75,42.16,0.78,0.77,0.94,0.94,0.78,0.81,862.13
151,22.39,14.06,0.96,0.78,0.95,0.90,0.86,0.82,587.07
152,24.26,22.14,0.77,0.78,0.82,0.96,0.82,0.81,961.24
153,16.29,14.71,0.79,0.90,0.82,0.98,0.84,0.78,932.91
154,70.80,24.85,0.88,0.78,0.96,0.83,0.81,0.98,704.87
155,67.16,52.23,0.77,0.95,0.76,0.77,0.93,0.85,833.49
156,68.72,59.42,0.76,0.93,0.87,0.80,0.97,0.80,521.57
157,41.24,19.18,0.75,0.95,0.86,0.86,0.87,0.95,990.71
158,42.95,39.34,0.85,0.88,0.92,0.98,0.90,0.85,966.56
159,54.10,42.08,0.94,0.99,0.79,0.84,0.96,0.76,973.28
160,71.70,42.56,0.76,0.76,0.91,0.93,0.99,0.79,693.01
161,47.70,35.42,0.91,0.85,0.84,0.88,0.90,0.90,553.93
162,22.86,14.22,0.95,0.83,0.90,0.79,0.96,0.94,596.80
163,48.78,13.80,0.79,0.98,0.76,0.83,0.97,0.80,449.65
164,71.66,27.43,0.79,0.89,0.86,0.91,0.94,0.97,494.60
165,73.33,38.74,0.96,0.94,0.88,0.91,0.86,0.95,416.47
166,71.72,32.98,0.95,0.79,0.80,0.85,0.77,0.95,996.60
167,52.98,16.45,0.88,0.98,0.78,0.80,0.75,0.80,421.69
168,43.81,6.63,0.95,0.87,0.80,0.92,0.86,0.76,510.97
169,33.00,19.54,0.77,0.87,0.83,0.79,0.87,0.96,938.81
170,66.26,22.72,0.84,0.98,0.77,0.97,0.85,0.82,834.27
171,47.72,7.10,0.93,0.84,0.98,0.80,0.89,0.90,918.40
172,36.08,13.33,0.81,0.85,0.85,0.78,0.88,0.93,857.84
173,70.52,69.18,0.93,0.89,0.94,0.87,0.95,0.78,959.12
174,64.78,27.51,0.87,0.78,0.98,0.87,0.78,0.94,861.25
175,47.57,27.56,0.93,0.83,0.77,0.87,0.80,0.98,805.48
176,43.12,37.55,0.86,0.80,0.91,0.85,0.94,0.92,893.38
177,39.29,33.03,0.84,0.77,0.96,0.99,0.95,0.86,765.14
178,49.25,42.23,0.80,0.96,0.90,0.87,0.99,0.96,702.52
179,28.39,18.11,0.80,0.89,0.85,0.86,0.96,0.88,776.50
180,74.20,22.09,0.93,0.84,0.85,0.85,0.96,0.93,554.56
181,68.89,62.28,0.78,0.85,0.76,0.77,0.83,0.95,927.07
182,69.67,56.91,0.77,0.85,0.88,0.89,0.85,0.93,639.43
183,64.03,37.81,0.79,0.90,0.99,0.80,0.81,0.82,536.45
184,73.47,15.70,0.79,0.97,0.98,0.90,0.90,0.78,627.52
185,69.45,57.15,0.95,0.97,0.76,0.76,0.98,0.81,944.37
186,58.53,28.90,0.85,0.84,0.92,0.99,0.83,0.87,691.65
187,58.38,8.51,0.99,0.83,0.82,0.86,0.88,0.87,882.10
188,38.64,28.97,0.78,0.86,0.97,0.97,0.82,0.89,949.70
189,60.61,36.95,0.91,0.89,0.76,0.86,0.79,0.84,428.48
190,48.59,21.82,0.86,0.86,0.97,0.76,0.80,0.94,914.68
191,57.56,50.14,0.84,0.91,0.95,0.95,0.76,0.97,675.59
192,60.55,25.25,0.96,0.88,0.78,0.91,0.98,0.81,601.30
193,23.05,19.84,0.98,0.83,0.76,0.94,0.85,0.93,883.32
194,69.66,46.02,0.96,0.83,0.95,0.85,0.95,0.91,969.01
195,35.66,33.70,0.80,0.84,0.79,0.90,0.91,0.88,666.24
196,49.73,20.32,0.80,0.77,0.88,0.96,0.80,0.80,828.78
197,62.12,5.16,0.91,0.79,0.97,0.90,0.79,0.94,662.32
198,74.54,65.24,0.82,0.92,0.89,0.83,0.94,0.98,821.66
199,24.66,16.74,0.93,0.84,0.85,0.91,0.81,0.92,853.73
200,47.72,45.72,0.95,0.93,0.78,0.98,0.89,0.76,743.98
201,48.65,6.52,0.86,0.78,0.97,0.93,0.94,0.91,874.04
202,64.42,14.46,0.98,0.94,0.96,0.86,0.93,0.98,770.42
203,53.55,15.88,0.91,0.97,0.79,0.87,0.96,0.95,910.05
204,52.23,47.46,0.78,0.90,0.83,0.85,0.94,0.82,319.29
205,52.78,36.13,0.96,0.92,0.89,0.83,0.81,0.76,525.37
206,36.00,10.18,0.87,0.92,0.92,0.88,0.88,0.98,850.21
207,36.28,10.03,0.78,0.99,0.86,0.85,0.82,0.97,615.63
208,61.19,33.63,0.79,0.83,0.79,0.89,0.83,0.88,873.46
209,67.51,11.07,0.92,0.79,0.77,0.97,0.97,0.90,705.98
210,20.57,5.77,0.76,0.87,0.99,0.99,0.91,0.86,960.73
211,35.87,17.50,0.82,0.88,0.86,0.77,0.98,0.85,935.78
212,68.27,57.00,0.78,0.79,0.96,0.84,0.85,0.78,790.16
213,43.46,21.59,0.86,0.90,0.87,0.79,0.88,0.77,917.80
214,63.08,15.50,0.85,0.75,0.97,0.83,0.87,0.81,647.82
215,43.21,19.20,0.88,0.97,0.77,0.82,0.78,0.95,790.92
216,58.23,51.20,0.82,0.81,0.78,0.79,0.81,0.78,583.13
217,55.74,38.08,0.76,0.76,0.97,0.93,0.88,0.80,951.35
218,46.96,39.94,0.90,0.78,0.98,0.87,0.77,0.88,937.22
219,71.72,48.38,0.84,0.81,0.83,0.97,0.97,0.80,966.29
220,69.96,39.58,0.91,0.82,0.84,0.76,0.78,0.79,957.41
221,39.43,26.02,0.78,0.76,0.86,0.77,0.80,0.89,986.36
222,42.01,38.41,0.75,0.82,0.85,0.85,0.93,0.84,611.90
223,47.14,30.18,0.81,0.80,0.80,0.77,0.77,0.90,976.76
224,56.63,20.71,0.86,0.84,0.97,0.81,0.97,0.97,829.93
225,10.03,8.22,0.84,0.84,0.81,0.99,0.92,0.79,750.71
226,41.10,29.65,0.94,0.83,0.92,0.80,0.77,0.97,824.66
227,54.80,38.71,0.84,0.83,0.77,0.80,0.92,0.97,700.18
228,69.52,6.29,0.88,0.77,0.76,0.89,0.90,0.95,661.35
229,39.55,35.74,0.89,0.76,0.91,0.87,0.93,0.90,623.23
230,50.08,37.78,0.76,0.80,0.83,0.89,0.95,0.90,436.81
231,72.35,47.73,0.87,0.93,0.91,0.84,0.92,0.90,792.15
232,59.37,36.54,0.83,0.99,0.77,0.95,0.89,0.92,961.13
233,61.74,17.66,0.85,0.97,0.98,0.78,0.83,0.75,857.50
234,54.82,20.18,0.77,0.87,0.93,0.85,0.92,0.98,804.89
235,12.20,11.66,0.94,0.88,0.96,0.92,0.98,0.89,754.29
236,38.25,5.04,0.98,0.83,0.78,0.96,0.89,0.94,774.70
237,47.24,35.24,0.76,0.94,0.83,0.84,0.91,0.84,594.46
238,58.85,22.19,0.89,0.93,0.84,0.89,0.85,0.75,937.17
239,56.34,7.98,0.93,0.95,0.88,0.77,0.93,0.87,584.01
240,20.65,7.25,0.82,0.96,0.82,0.79,0.99,0.87,895.00
241,44.90,36.84,0.94,0.85,0.76,0.77,0.79,0.85,912.67
242,33.98,15.80,0.90,0.93,0.84,0.92,0.80,0.83,831.69
243,70.88,17.37,0.97,0.94,0.81,0.82,0.88,0.81,952.10
244,62.71,16.72,0.99,0.82,0.84,0.92,0.87,0.88,663.25
245,69.80,48.86,0.76,0.97,0.80,0.77,0.89,0.84,958.91
246,27.84,19.09,0.86,0.77,0.81,0.96,0.76,0.98,900.28
247,70.07,49.91,0.88,0.99,0.90,0.95,0.85,0.79,927.91
248,33.86,6.25,0.79,0.93,0.84,0.77,0.89,0.83,872.81
249,69.75,58.18,0.83,0.77,0.83,0.76,0.89,0.82,945.97
250,71.64,21.15,0.99,0.91,0.88,0.76,0.91,0.88,997.70
251,68.41,5.84,0.75,0.76,0.94,0.95,0.92,0.87,749.33
252,58.41,40.01,0.86,0.93,0.84,0.81,0.90,0.90,933.74
253,72.91,57.93,0.95,0.94,0.89,0.88,0.94,0.98,906.47
254,68.41,64.48,0.83,0.89,0.98,0.85,0.90,0.82,768.24
255,74.92,72.95,0.87,0.96,0.88,0.94,0.88,0.92,975.06
256,43.52,20.68,0.98,0.77,0.97,0.87,0.90,0.76,733.74
257,25.08,10.47,0.86,0.82,0.94,0.87,0.77,0.81,827.14
258,64.49,22.53,0.78,0.85,0.76,0.99,0.82,0.86,474.50
259,47.97,23.40,0.76,0.76,0.85,0.79,0.88,0.76,609.61
260,48.03,45.77,0.98,0.86,0.92,0.95,0.96,0.90,943.86
261,74.55,34.21,0.81,0.81,0.99,0.76,0.91,0.91,735.06
262,74.32,45.03,0.87,0.84,0.86,0.86,0.77,0.93,733.53
263,41.87,15.75,0.77,0.85,0.77,0.96,0.89,0.87,627.21
264,56.78,49.73,0.85,0.96,0.88,0.91,0.80,0.89,789.51
265,65.20,10.25,0.97,0.81,0.78,0.91,0.93,0.85,930.64
266,70.31,56.08,0.87,0.96,0.93,0.81,0.95,0.76,963.79
267,64.43,19.27,0.98,0.85,0.87,0.85,0.89,0.77,414.17
268,42.00,38.07,0.81,0.83,0.92,0.84,0.89,0.91,831.67
269,63.30,40.69,0.87,0.87,0.96,0.88,0.83,0.99,776.29
270,26.85,26.22,0.96,0.85,0.90,0.86,0.86,0.75,850.25
271,72.86,35.79,0.86,0.81,0.90,0.83,0.96,0.88,765.07
272,73.99,56.32,0.82,0.87,0.93,0.82,0.92,0.93,736.34
273,73.95,30.83,0.96,0.79,0.95,0.81,0.87,0.95,778.82
274,68.43,17.24,0.84,0.83,0.96,0.84,0.84,0.88,835.11
275,60.89,20.37,0.88,0.89,0.76,0.79,0.76,0.90,794.48
276,37.47,23.84,0.98,0.85,0.88,0.96,0.78,0.92,778.97
277,70.98,27.46,0.79,0.95,0.80,0.89,0.80,0.96,935.24
278,56.39,43.31,0.82,0.81,0.96,0.78,0.84,0.78,906.90
279,44.25,20.07,0.76,0.98,0.91,0.92,0.98,0.97,699.34
280,65.17,40.39,0.84,0.94,0.85,0.95,0.87,0.76,928.62
281,49.57,31.47,0.80,0.98,0.80,0.81,0.81,0.95,948.68
282,64.62,33.58,0.91,0.95,0.83,0.79,0.78,0.77,536.40
283,57.44,21.92,0.79,0.78,0.92,0.75,0.83,0.80,835.44
284,48.31,28.35,0.91,0.88,0.80,0.76,0.95,0.75,658.87
285,69.87,28.15,0.81,0.79,0.77,0.93,0.84,0.86,904.27
286,23.05,13.91,0.84,0.95,0.96,0.99,0.94,0.83,621.05
287,53.50,18.21,0.83,0.89,0.93,0.76,0.94,0.79,875.79
288,74.11,64.54,0.92,0.81,0.80,0.93,0.78,0.86,634.85
289,36.24,15.54,0.86,0.97,0.82,0.77,0.90,0.85,799.81
290,20.95,11.19,0.84,0.78,0.98,0.89,0.98,0.93,982.60
291,58.15,52.19,0.95,0.89,0.92,0.93,0.85,0.96,725.54
292,43.78,28.78,0.89,0.92,0.90,0.84,0.76,0.91,956.78
293,9.99,6.48,0.80,0.76,0.82,0.75,0.97,0.78,995.63
294,38.27,27.15,0.97,0.89,0.82,0.89,0.96,0.82,956.46
295,57.76,17.39,0.83,0.95,0.76,0.99,0.88,0.97,550.36
296,50.91,24.96,0.76,0.77,0.92,0.81,0.88,0.77,935.93
297,28.45,24.25,0.87,0.87,0.76,0.80,0.80,0.85,321.13
298,64.20,9.55,0.78,0.81,0.75,0.78,0.95,0.98,733.05
299,41.41,8.85,0.81,0.91,0.93,0.88,0.87,0.98,954.96
300,74.88,53.21,0.84,0.95,0.98,0.93,0.98,0.77,745.67
301,42.29,39.47,0.97,0.89,0.80,0.97,0.83,0.95,829.59
302,32.15,9.29,0.79,0.81,0.98,0.97,0.81,0.88,117.97
303,61.86,46.71,0.99,0.93,0.93,0.91,0.99,0.97,864.11
304,54.67,13.33,0.84,0.77,0.90,0.97,0.92,0.96,895.64
305,37.79,22.13,0.91,0.94,0.91,0.85,0.76,0.95,827.94
306,67.47,28.01,0.98,0.89,0.83,0.75,0.76,0.87,792.14
307,56.17,21.10,0.76,0.78,0.91,0.77,0.76,0.81,932.22
308,17.87,16.93,0.97,0.77,0.79,0.78,0.89,0.87,880.09
309,50.00,16.60,0.89,0.93,0.98,0.77,0.77,0.77,653.27
310,73.04,8.15,0.92,0.82,0.82,0.83,0.97,0.91,986.18
311,66.13,22.31,0.79,0.96,0.81,0.92,0.97,0.78,891.09
312,53.55,22.48,0.88,0.93,0.92,0.94,0.88,0.87,995.97
313,14.76,7.80,0.91,0.92,0.91,0.89,0.90,0.76,990.34
314,65.24,6.98,0.86,0.82,0.86,0.79,0.82,0.82,972.23
315,44.11,20.85,0.79,0.92,0.90,0.93,0.77,0.81,910.82
316,40.22,24.78,0.81,0.98,0.79,0.84,0.93,0.90,848.01
317,74.36,46.77,0.96,0.77,0.91,0.75,0.77,0.94,557.20
318,35.42,5.85,0.76,0.83,0.81,0.82,0.77,0.76,816.24
319,69.63,43.95,0.92,0.81,0.82,0.83,0.82,0.95,914.82
320,40.86,25.15,0.99,0.84,0.79,0.82,0.75,0.96,804.83
321,61.52,52.54,0.75,0.93,0.83,0.94,0.85,0.83,954.04
322,29.87,8.78,0.79,0.86,0.83,0.93,0.92,0.91,479.93
323,71.91,33.72,0.91,0.89,0.86,0.92,0.94,0.85,725.31
324,73.65,16.76,0.76,0.83,0.80,0.78,0.90,0.79,797.10
325,56.86,56.74,0.89,0.78,0.80,0.94,0.95,0.88,756.47
326,59.93,37.56,0.91,0.81,0.88,0.91,0.85,0.77,478.38
327,20.40,14.57,0.89,0.96,0.78,0.80,0.95,0.96,536.45
328,61.88,32.54,0.84,0.89,0.92,0.91,0.87,0.97,942.71
329,67.50,56.54,0.92,0.84,0.98,0.87,0.80,0.95,785.63
330,20.54,5.19,0.89,0.94,0.85,0.86,0.98,0.89,367.60
331,36.59,25.91,0.80,0.77,0.97,0.78,0.82,0.88,259.50
332,43.85,37.40,0.89,0.81,0.77,0.87,0.76,0.99,779.70
333,62.85,28.39,0.96,0.81,0.76,0.77,0.81,0.81,548.72
334,52.87,24.04,0.91,0.99,0.92,0.79,0.84,0.77,890.19
335,50.02,37.20,0.86,0.92,0.93,0.78,0.83,0.88,926.58
336,50.49,17.71,0.83,0.90,0.95,0.98,0.88,0.83,611.86
337,42.07,23.93,0.77,0.75,0.76,0.82,0.96,0.83,839.94
338,54.47,31.02,0.81,0.79,0.94,0.84,0.82,0.75,537.50
339,45.27,8.20,0.75,0.90,0.84,0.83,0.87,0.89,672.60
340,60.09,11.52,0.99,0.84,0.82,0.97,0.83,0.81,961.51
341,64.11,35.31,0.80,0.97,0.79,0.89,0.95,0.80,816.61
342,35.68,17.25,0.95,0.93,0.99,0.97,0.79,0.76,960.46
343,58.54,22.17,0.79,0.86,0.77,0.82,0.77,0.84,609.14
344,30.24,19.66,0.82,0.93,0.95,0.78,0.87,0.96,691.53
345,59.79,46.15,0.85,0.98,0.90,0.88,0.91,0.83,778.31
346,21.28,19.44,0.83,0.86,0.93,0.83,0.94,0.91,783.30
347,18.07,9.49,0.94,0.90,0.92,0.94,0.89,0.93,999.22
348,58.73,39.79,0.98,0.97,0.96,0.96,0.94,0.83,486.76
349,31.35,7.31,0.96,0.81,0.79,0.86,0.84,0.95,948.05
350,31.62,20.77,0.79,0.96,0.75,0.98,0.76,0.92,952.37
351,55.68,35.19,0.94,0.77,0.89,0.88,0.78,0.88,821.13
352,63.62,62.05,0.79,0.91,0.83,0.82,0.76,0.75,701.15
353,27.46,10.65,0.97,0.94,0.78,0.87,0.83,0.76,803.99
354,66.75,58.06,0.87,0.90,0.79,0.76,0.87,0.99,664.32
355,70.77,60.83,0.83,0.87,0.83,0.94,0.84,0.94,928.05
356,65.88,51.26,0.79,0.90,0.77,0.77,0.88,0.98,793.05
357,53.89,35.22,0.75,0.79,0.76,0.82,0.87,0.97,974.67
358,57.35,52.19,0.81,0.80,0.97,0.89,0.91,0.75,854.11
359,41.76,37.05,0.97,0.81,0.82,0.76,0.91,0.94,801.46
360,50.70,34.01,0.94,0.89,0.99,0.77,0.83,0.86,892.68
361,69.34,41.77,0.98,0.86,0.98,0.92,0.83,0.94,796.04
362,27.24,12.04,0.77,0.81,0.78,0.77,0.89,0.75,967.13
363,27.10,12.30,0.89,0.96,0.92,0.86,0.89,0.82,570.07
364,34.04,10.07,0.81,0.84,0.89,0.83,0.83,0.93,991.05
