index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
35,62.31,50.31,0.81,0.93,0.95,0.75,0.84,0.78,791.67
36,73.15,5.34,0.81,0.95,0.75,0.86,0.98,0.87,792.09
37,19.84,18.26,0.93,0.89,0.89,0.84,0.92,0.77,992.66
38,32.26,19.10,0.98,0.98,0.77,0.88,0.80,0.78,514.43
39,68.89,38.11,0.80,0.85,0.78,0.88,0.86,0.89,698.10
40,19.77,17.34,0.82,0.94,0.82,0.84,0.82,0.96,762.95
41,68.91,61.58,0.92,0.99,0.89,0.89,0.76,0.88,943.56
42,72.38,60.38,0.85,0.75,0.81,0.91,0.89,0.96,861.07
43,42.07,29.71,0.76,0.81,0.96,0.90,0.91,0.80,722.76
44,56.70,6.33,0.94,0.82,0.85,0.90,0.85,0.81,716.54
45,65.86,39.06,0.76,0.93,0.96,0.96,0.88,0.88,731.50
46,44.31,10.20,0.77,0.98,0.85,0.78,0.86,0.85,267.03
47,55.37,43.85,0.80,0.93,0.84,0.86,0.96,0.75,939.92
48,33.51,16.25,0.94,0.88,0.95,0.87,0.95,0.82,805.87
49,39.91,22.01,0.95,0.89,0.94,0.94,0.88,0.98,717.45
50,40.19,38.63,0.81,0.87,0.93,0.84,0.85,0.90,964.28
51,37.53,27.76,0.94,0.95,0.78,0.93,0.90,0.95,772.25
52,21.99,14.01,0.87,0.75,0.94,0.80,0.88,0.77,168.82
53,63.88,54.60,0.79,0.88,0.88,0.98,0.78,0.78,754.33
54,64.51,55.42,0.93,0.88,0.92,0.83,0.87,0.91,472.54
55,52.99,26.40,0.80,0.82,0.82,0.89,0.85,0.98,992.65
56,72.45,61.22,0.82,0.83,0.85,0.80,0.82,0.93,978.63
57,34.87,30.73,0.88,0.87,0.83,0.78,0.87,0.86,779.02
58,55.94,5.40,0.90,0.86,0.86,0.78,0.78,0.90,494.54
59,51.37,22.17,0.97,0.88,0.78,0.91,0.98,0.75,914.44
60,52.99,41.00,0.81,0.80,0.84,0.89,0.88,0.86,274.13
61,61.52,8.92,0.76,0.85,0.83,0.98,0.96,0.89,949.62
62,47.04,35.13,0.84,0.87,0.93,0.86,0.94,0.97,629.45
63,66.49,26.33,0.82,0.95,0.83,0.78,0.82,0.91,880.87
64,29.00,7.56,0.76,0.76,0.91,0.97,0.98,0.86,296.66
65,54.07,45.39,0.93,0.94,0.86,0.99,0.91,0.99,896.71
66,31.05,13.58,0.81,0.92,0.78,0.78,0.76,0.96,958.06
67,62.36,35.24,0.98,0.81,0.87,0.80,0.98,0.89,828.77
68,27.88,8.91,0.89,0.87,0.80,0.95,0.87,0.88,639.36
69,72.28,71.49,0.99,0.87,0.93,0.88,0.90,0.90,488.79
70,21.26,14.33,0.99,0.99,0.77,0.83,0.91,0.77,861.73
71,31.40,14.34,0.85,0.82,0.78,0.95,0.99,0.80,788.29
72,65.37,31.80,0.88,0.76,0.77,0.93,0.92,0.75,963.16
73,70.09,23.39,0.94,0.91,0.79,0.84,0.96,0.97,661.11
74,42.28,39.76,0.79,0.96,0.89,0.98,0.77,0.88,788.24
75,54.62,40.82,0.76,0.78,0.91,0.76,0.75,0.87,791.63
76,40.71,13.14,0.84,0.78,0.77,0.90,0.89,0.86,921.76
77,30.30,7.68,0.92,0.80,0.88,0.91,0.85,0.96,892.82
78,54.46,42.93,0.81,0.99,0.94,0.79,0.92,0.80,900.28
79,46.73,35.66,0.80,0.88,0.77,0.98,0.92,0.81,917.76
80,50.94,20.39,0.96,0.76,0.80,0.87,0.79,0.89,799.38
81,61.87,38.88,0.85,0.77,0.79,0.86,0.82,0.87,956.02
82,73.80,10.56,0.78,0.87,0.90,0.85,0.91,0.80,958.26
83,65.05,29.45,0.83,0.78,0.90,0.95,0.79,0.80,999.69
84,65.91,26.09,0.95,0.96,0.99,0.85,0.90,0.94,807.60
85,74.61,34.93,0.80,0.79,0.86,0.91,0.81,0.79,900.08
86,65.49,62.80,0.87,0.90,0.79,0.97,0.91,0.86,804.12
87,34.96,32.92,0.81,0.97,0.83,0.96,0.85,0.94,515.41
88,53.78,38.25,0.97,0.96,0.76,0.96,0.77,0.95,978.72
89,69.29,56.56,0.86,0.86,0.95,0.76,0.96,0.91,780.46
90,40.17,8.03,0.99,0.82,0.84,0.92,0.83,0.94,750.76
91,50.36,25.80,0.93,0.88,0.85,0.99,0.85,0.87,514.41
92,68.97,66.92,0.82,0.95,0.92,0.96,0.91,0.82,532.91
93,18.65,16.66,0.89,0.79,0.89,0.87,0.87,0.99,606.35
94,72.19,22.37,0.78,0.88,0.97,0.96,0.90,0.93,717.49
95,60.17,27.48,0.86,0.93,0.91,0.98,0.89,0.81,979.55
96,31.11,17.69,0.96,0.95,0.90,0.77,0.96,0.98,282.56
97,40.16,28.38,0.88,0.98,0.98,0.91,0.87,0.93,751.91
98,75.00,70.90,0.86,0.97,0.94,0.83,0.81,0.87,934.63
99,17.91,8.39,0.78,0.79,0.96,0.76,0.96,0.85,790.06
100,68.63,64.76,0.87,0.97,0.81,0.94,0.83,0.76,667.27
101,66.50,15.51,0.84,0.92,0.92,0.97,0.86,0.91,834.69
102,66.45,30.39,0.81,0.88,0.86,0.80,0.88,0.98,973.33
103,58.08,29.71,0.86,0.94,0.89,0.80,0.95,0.91,951.68
104,27.45,27.00,0.77,0.83,0.93,0.79,0.90,0.95,683.07
105,66.84,41.37,0.92,0.98,0.92,0.96,0.92,0.77,591.23
106,42.47,38.92,0.92,0.97,0.80,0.96,0.91,0.78,692.77
107,63.36,59.09,0.79,0.91,0.81,0.95,0.96,0.90,990.91
108,70.83,21.05,0.96,0.93,0.87,0.98,0.95,0.75,996.80
109,66.10,34.68,0.90,0.78,0.83,0.77,0.89,0.76,873.23
110,59.42,42.28,0.90,0.80,0.95,0.92,0.95,0.91,993.40
111,66.01,47.46,0.83,0.89,0.81,0.88,0.94,0.80,976.88
112,45.83,39.10,0.78,0.88,0.92,0.96,0.92,0.91,792.24
113,48.89,28.91,0.84,0.83,0.83,0.79,0.80,0.94,877.45
114,61.38,18.26,0.78,0.78,0.85,0.78,0.98,0.91,810.38
115,47.56,36.43,0.87,0.90,0.97,0.87,0.91,0.75,556.68
116,44.62,10.40,0.94,0.77,0.85,0.92,0.85,0.96,896.20
117,35.41,23.04,0.84,0.86,0.89,0.93,0.92,0.85,952.48
118,59.11,17.61,0.98,0.80,0.95,0.95,0.85,0.97,782.12
119,64.16,42.46,0.96,0.97,0.98,0.85,0.98,0.77,830.62
120,37.69,36.56,0.84,0.96,0.78,0.85,0.96,0.83,830.16
121,58.60,13.00,0.96,0.97,0.83,0.97,0.78,0.77,862.07
122,48.54,7.45,0.87,0.78,0.88,0.99,0.86,0.93,805.19
123,31.23,8.84,0.77,0.91,0.83,0.86,0.79,0.98,739.86
124,53.60,5.72,0.99,0.80,0.94,0.82,0.81,0.79,700.51
125,54.44,37.26,0.94,0.91,0.92,0.90,0.94,0.98,978.89
126,48.28,45.50,0.96,0.95,0.77,0.79,0.75,0.80,645.75
127,18.02,7.84,0.92,0.90,0.96,0.85,0.80,0.80,865.51
128,30.05,7.82,0.81,0.90,0.88,0.84,0.82,0.89,878.31
129,67.52,50.11,0.84,0.88,0.93,0.82,0.85,0.96,720.39
130,11.72,5.96,0.98,0.88,0.75,0.82,0.77,0.84,990.56
131,43.93,5.70,0.81,0.82,0.82,0.86,0.97,0.77,783.97
132,52.00,6.88,0.93,0.82,0.96,0.77,0.87,0.89,972.10
133,15.93,12.36,0.94,0.84,0.77,0.82,0.79,0.82,939.28
134,34.95,30.42,0.84,0.76,0.95,0.80,0.87,0.80,814.09
135,10.92,7.88,0.97,0.85,0.97,0.86,0.88,0.95,540.06
136,32.80,18.54,0.80,0.93,0.75,0.77,0.92,0.89,837.63
137,22.61,21.38,0.83,0.99,0.79,0.90,0.89,0.87,923.93
138,54.47,20.61,0.97,0.84,0.82,0.77,0.90,0.93,975.17
139,69.27,41.00,0.81,0.93,0.80,0.76,0.84,0.92,794.33
140,68.86,5.81,0.92,0.84,0.82,0.87,0.96,0.98,747.33
141,68.36,67.35,0.80,0.96,0.88,0.75,0.89,0.79,488.65
142,66.64,57.27,0.86,0.83,0.90,0.89,0.84,0.89,797.53
143,26.19,22.30,0.90,0.88,0.77,0.94,0.92,0.86,756.04
144,40.05,27.28,0.83,0.87,0.93,0.83,0.84,0.85,490.53
145,63.49,18.34,0.98,0.80,0.96,0.83,0.95,0.88,891.36
146,6.91,5.27,0.90,0.80,0.88,0.85,0.76,0.95,682.86
147,60.45,40.16,0.82,0.88,0.91,0.87,0.98,0.87,858.28
148,47.51,15.74,0.81,0.98,0.79,0.88,0.85,0.78,970.38
149,74.07,26.59,0.95,0.89,0.95,0.84,0.88,0.97,499.22
150,66.21,20.15,0.97,0.81,0.96,0.88,0.93,0.97,928.19
151,64.98,23.76,0.80,0.85,0.76,0.97,0.84,0.97,628.34
152,63.62,44.44,0.77,0.89,0.97,0.99,0.90,0.77,739.11
153,64.92,17.54,0.98,0.95,0.84,0.82,0.97,0.87,322.42
154,53.63,19.42,0.84,0.80,0.82,0.97,0.89,0.83,888.51
155,54.75,22.05,0.95,0.75,0.83,0.98,0.90,0.80,682.04
156,73.34,40.90,0.84,0.99,0.99,0.84,0.96,0.83,944.08
157,41.27,40.46,0.79,0.88,0.86,0.86,0.80,0.89,951.60
158,66.78,55.66,0.79,0.97,0.94,0.79,0.99,0.88,707.39
159,74.57,26.33,0.93,0.97,0.82,0.91,0.83,0.83,728.20
160,68.47,59.99,0.89,0.87,0.86,0.75,0.79,0.97,942.22
161,67.97,11.77,0.98,0.84,0.97,0.84,0.76,0.98,509.70
162,73.01,7.94,0.85,0.89,0.95,0.77,0.80,0.79,706.01
163,52.30,13.27,0.84,0.75,0.79,0.82,0.88,0.90,780.05
164,46.72,17.84,0.96,0.88,0.96,0.88,0.75,0.79,668.08
165,60.06,49.67,0.79,0.93,0.95,0.85,0.77,0.88,922.18
166,51.37,38.98,0.97,0.76,0.92,0.92,0.86,0.82,768.59
167,59.19,21.53,0.94,0.80,0.85,0.92,0.80,0.87,365.21
168,71.11,6.29,0.92,0.82,0.80,0.96,0.94,0.81,699.97
169,67.09,42.41,0.77,0.94,0.83,0.80,0.81,0.90,817.16
170,53.03,5.46,0.91,0.77,0.91,0.88,0.93,0.92,926.84
171,29.29,13.51,0.85,0.78,0.86,0.90,0.77,0.95,791.77
172,69.84,14.35,0.94,0.97,0.89,0.90,0.79,0.95,686.30
173,30.90,9.14,0.79,0.79,0.87,0.97,0.78,0.83,752.51
174,56.15,31.74,0.85,0.81,0.89,0.78,0.95,0.97,865.57
175,49.29,16.68,0.87,0.76,0.85,0.95,0.87,0.90,497.87
176,31.44,15.84,0.95,0.90,0.93,0.98,0.76,0.87,716.91
177,37.31,29.56,0.86,0.77,0.85,0.84,0.99,0.86,344.67
178,60.98,15.05,0.78,0.98,0.88,0.79,0.78,0.77,745.43
179,49.80,40.10,0.99,0.97,0.86,0.87,0.90,0.98,874.50
180,51.66,17.74,0.92,0.89,0.83,0.89,0.96,0.88,749.08
181,69.10,25.95,0.90,0.91,0.76,0.76,0.93,0.98,700.96
182,69.02,40.96,0.77,0.99,0.94,0.86,0.93,0.95,791.36
183,61.28,41.06,0.75,0.95,0.75,0.87,0.90,0.81,540.14
184,71.37,32.98,0.85,0.75,0.75,0.94,0.79,0.98,908.59
185,41.60,20.02,0.97,0.83,0.82,0.75,0.86,0.85,364.99
186,66.61,37.88,0.93,0.77,0.86,0.91,0.78,0.88,880.35
187,63.85,43.47,0.78,0.97,0.90,0.86,0.84,0.89,764.71
188,67.76,27.60,0.90,0.93,0.90,0.78,0.91,0.89,598.37
189,60.03,56.56,0.80,0.80,0.78,0.91,0.83,0.80,796.45
190,41.99,26.46,0.95,0.96,0.78,0.91,0.98,0.83,890.40
191,28.31,10.64,0.77,0.82,0.90,0.98,0.75,0.96,868.62
192,51.77,12.50,0.79,0.78,0.84,0.92,0.84,0.95,653.53
193,54.26,14.23,0.89,0.79,0.88,0.77,0.80,0.79,219.38
194,62.53,16.02,0.90,0.87,0.84,0.96,0.99,0.83,807.66
195,35.84,6.84,0.93,0.76,0.89,0.82,0.88,0.93,495.54
196,31.21,16.56,0.85,0.84,0.95,0.88,0.89,0.89,985.07
197,40.44,11.03,0.84,0.94,0.81,0.87,0.87,0.94,984.74
198,60.91,25.19,0.77,0.87,0.88,0.84,0.76,0.98,451.90
199,63.00,10.98,0.93,0.90,0.82,0.84,0.93,0.91,951.61
200,51.14,17.34,0.96,0.90,0.79,0.79,0.86,0.98,839.42
201,31.94,16.67,0.75,0.82,0.99,0.78,0.90,0.97,544.55
202,41.22,33.82,0.98,0.81,0.81,0.88,0.85,0.87,498.72
203,54.72,24.95,0.90,0.76,0.93,0.98,0.84,0.88,820.52
204,59.50,43.74,0.80,0.85,0.81,0.77,0.90,0.82,904.11
205,28.56,23.29,0.77,0.98,0.75,0.89,0.80,0.98,830.03
206,54.38,36.29,0.89,0.78,0.86,0.88,0.95,0.82,623.22
207,58.13,23.97,0.85,0.91,0.79,0.80,0.79,0.81,525.06
208,55.23,23.82,0.79,0.91,0.79,0.81,0.88,0.78,972.48
209,74.77,9.60,0.88,0.93,0.88,0.97,0.95,0.99,728.03
210,53.56,9.59,0.87,0.99,0.93,0.94,0.88,0.93,851.48
211,38.61,32.05,0.83,0.95,0.77,0.92,0.83,0.79,862.20
212,57.55,22.05,0.95,0.93,0.97,0.82,0.96,0.78,896.05
213,42.35,32.06,0.98,0.93,0.98,0.86,0.75,0.87,941.17
214,57.63,27.39,0.97,0.80,0.82,0.76,0.88,0.99,761.03
215,55.74,27.44,0.94,0.86,0.94,0.90,0.92,0.93,953.75
216,32.71,15.21,0.88,0.98,0.97,0.76,0.89,0.96,752.33
217,44.86,21.83,0.90,0.85,0.98,0.81,0.84,0.75,239.43
218,26.87,25.44,0.90,0.95,0.90,0.75,0.76,0.80,920.51
219,67.48,11.68,0.90,0.93,0.96,0.83,0.82,0.91,588.87
220,35.08,28.84,0.77,0.94,0.79,0.85,0.84,0.85,587.95
221,65.77,9.66,0.76,0.78,0.84,0.96,0.97,0.81,993.21
222,71.55,22.52,0.97,0.91,0.78,0.90,0.79,0.97,913.73
223,46.43,21.75,0.82,0.98,0.81,0.79,0.96,0.88,621.34
224,67.82,55.52,0.79,0.95,0.79,0.76,0.75,0.87,937.58
225,51.20,18.01,0.78,0.86,0.92,0.86,0.79,0.81,946.60
226,22.87,15.78,0.85,0.84,0.85,0.88,0.98,0.77,853.91
227,61.17,42.69,0.97,0.94,0.86,0.87,0.93,0.75,946.05
228,73.73,32.68,0.96,0.94,0.96,0.88,0.81,0.99,375.49
229,45.96,29.33,0.83,0.94,0.99,0.77,0.81,0.92,474.36
230,73.55,46.07,0.93,0.86,0.99,0.79,0.96,0.88,970.40
231,42.78,25.97,0.77,0.93,0.98,0.94,0.93,0.79,994.17
232,17.14,13.26,0.82,0.77,0.90,0.75,0.85,0.82,801.35
233,45.62,24.67,0.76,0.78,0.98,0.98,0.84,0.78,853.65
234,37.75,14.62,0.77,0.90,0.84,0.79,0.75,0.79,948.03
235,68.75,41.01,0.93,0.80,0.91,0.96,0.90,0.76,372.08
236,52.16,8.88,0.94,0.98,0.96,0.76,0.82,0.91,769.45
237,48.94,11.30,0.79,0.93,0.98,0.91,0.83,0.81,804.22
238,46.55,8.39,0.96,0.99,0.85,0.86,0.76,0.96,877.02
239,72.45,33.09,0.81,0.77,0.76,0.76,0.95,0.86,446.08
240,42.93,39.13,0.77,0.78,0.81,0.97,0.93,0.85,838.37
241,70.62,10.23,0.78,0.88,0.86,0.95,0.78,0.77,598.65
242,65.24,12.59,0.81,0.96,0.79,0.98,0.87,0.75,430.61
243,71.65,11.66,0.79,0.82,0.97,0.88,0.94,0.92,928.20
244,66.62,52.86,0.87,0.78,0.84,0.76,0.85,0.75,684.70
245,61.85,54.09,0.87,0.76,0.95,0.91,0.76,0.80,858.88
246,58.09,11.46,0.78,0.78,0.85,0.81,0.88,0.87,800.77
247,44.28,8.57,0.88,0.94,0.89,0.89,0.86,0.96,974.55
248,29.08,21.18,0.79,0.83,0.84,0.97,0.87,0.82,919.92
249,25.62,22.79,0.96,0.79,0.92,0.79,0.94,0.93,906.15
250,61.35,45.34,0.98,0.79,0.98,0.77,0.85,0.91,914.22
251,48.46,17.25,0.85,0.95,0.82,0.85,0.99,0.94,910.06
252,49.83,37.88,0.94,0.99,0.77,0.76,0.75,0.81,735.97
253,53.35,11.73,0.80,0.99,0.95,0.98,0.97,0.85,260.51
254,44.06,30.99,0.95,0.96,0.85,0.86,0.92,0.91,820.39
255,72.81,47.18,0.90,0.75,0.88,0.81,0.78,0.92,918.16
256,74.17,49.70,0.83,0.87,0.82,0.85,0.90,0.96,611.86
257,59.05,51.90,0.84,0.91,0.95,0.96,0.85,0.92,682.09
258,36.99,8.69,0.77,0.88,0.91,0.84,0.97,0.82,966.73
259,42.42,17.84,0.95,0.90,0.92,0.96,0.85,0.95,737.41
260,57.20,10.72,0.98,0.94,0.98,0.99,0.97,0.91,897.92
261,34.22,7.54,0.80,0.79,0.86,0.83,0.87,0.80,544.61
262,71.32,38.70,0.76,0.82,0.82,0.87,0.78,0.76,644.93
263,52.53,14.65,0.99,0.90,0.89,0.76,0.88,0.97,356.34
264,37.70,18.12,0.87,0.91,0.77,0.94,0.95,0.93,696.36
265,69.59,60.84,0.77,0.83,0.77,0.76,0.84,0.98,820.15
266,50.86,49.12,0.79,0.89,0.80,0.77,0.86,0.98,598.70
267,39.34,8.03,0.98,0.83,0.87,0.86,0.90,0.93,377.01
268,35.05,19.46,0.82,0.78,0.80,0.96,0.84,0.82,999.40
269,67.02,62.38,0.94,0.97,0.94,0.82,0.79,0.94,762.49
270,72.37,71.85,0.99,0.80,0.95,0.79,0.78,0.78,626.33
271,52.20,42.22,0.89,0.99,0.91,0.89,0.88,0.97,519.74
272,30.78,20.82,0.83,0.84,0.87,0.95,0.81,0.93,733.61
273,66.88,40.27,0.98,0.92,0.97,0.89,0.76,0.75,684.02
274,73.60,73.24,0.89,0.78,0.93,0.86,0.88,0.79,950.37
275,14.45,13.06,0.79,0.94,0.92,0.94,0.90,0.85,909.80
276,71.83,57.65,0.99,0.83,0.87,0.94,0.93,0.81,865.23
277,60.15,59.97,0.93,0.92,0.89,0.80,0.78,0.95,637.44
278,16.43,10.03,0.79,0.88,0.78,0.81,0.77,0.75,891.38
279,67.19,33.96,0.93,0.86,0.80,0.93,0.98,0.97,971.91
280,70.34,42.79,0.90,0.80,0.76,0.82,0.91,0.83,812.56
281,16.36,15.43,0.98,0.91,0.80,0.89,0.90,0.96,860.60
282,49.98,19.26,0.96,0.82,0.81,0.97,0.99,0.75,427.51
283,57.80,41.70,0.82,0.92,0.93,0.96,0.96,0.78,850.97
284,53.34,42.22,0.84,0.76,0.98,0.82,0.77,0.83,901.36
285,73.28,44.99,0.87,0.86,0.82,0.96,0.95,0.93,868.45
286,52.68,44.28,0.81,0.89,0.84,0.81,0.76,0.87,661.67
287,32.20,18.46,0.88,0.98,0.97,0.99,0.83,0.77,666.90
288,44.96,11.03,0.92,0.85,0.84,0.81,0.77,0.81,757.16
289,23.22,20.91,0.76,0.75,0.91,0.86,0.89,0.76,708.40
290,57.88,24.82,0.90,0.90,0.85,0.87,0.98,0.92,981.64
291,63.18,45.62,0.75,0.93,0.97,0.97,0.76,0.88,890.12
292,47.34,7.51,0.87,0.79,0.96,0.84,0.84,0.82,862.38
293,58.60,27.83,0.75,0.88,0.75,0.77,0.87,0.89,921.56
294,73.34,51.11,0.77,0.90,0.89,0.96,0.85,0.81,479.93
295,54.22,48.91,0.90,0.75,0.97,0.85,0.81,0.96,567.58
296,64.70,10.83,0.81,0.77,0.87,0.83,0.87,0.93,773.14
297,47.59,32.27,0.80,0.81,0.97,0.83,0.82,0.91,837.34
298,16.97,15.56,0.87,0.91,0.76,0.97,0.82,0.85,743.32
299,70.95,33.69,0.84,0.96,0.94,0.89,0.98,0.82,725.53
300,68.71,55.70,0.83,0.91,0.76,0.90,0.93,0.78,882.19
301,61.21,54.07,0.91,0.96,0.93,0.94,0.90,0.98,944.09
302,33.80,20.32,0.88,0.93,0.86,0.90,0.81,0.95,937.17
303,66.40,43.60,0.91,0.91,0.89,0.87,0.79,0.87,743.23
304,30.18,18.70,0.81,0.79,0.95,0.96,0.75,0.81,977.30
305,45.16,34.02,0.97,0.97,0.92,0.89,0.81,0.90,489.69
306,40.93,32.89,0.81,0.75,0.84,0.93,0.98,0.99,699.84
307,66.57,36.74,0.83,0.85,0.92,0.99,0.77,0.93,788.71
308,73.79,22.20,0.78,0.96,0.78,0.86,0.96,0.84,978.61
309,69.87,15.68,0.76,0.97,0.90,0.84,0.85,0.98,900.22
310,50.20,32.32,0.95,0.91,0.91,0.82,0.83,0.95,761.20
311,31.61,19.80,0.82,0.86,0.92,0.82,0.81,0.88,381.90
312,27.63,25.01,0.92,0.83,0.91,0.93,0.94,0.86,948.75
313,28.96,17.76,0.96,0.81,0.78,0.91,0.79,0.95,417.69
314,27.95,21.67,0.90,0.87,0.78,0.95,0.90,0.75,534.82
315,63.16,48.85,0.81,0.77,0.96,0.98,0.77,0.91,997.93
316,63.29,62.32,0.78,0.87,0.98,0.79,0.79,0.86,623.67
317,36.42,26.42,0.93,0.81,0.96,0.87,0.75,0.75,368.17
318,62.56,33.47,0.76,0.82,0.85,0.89,0.79,0.98,625.50
319,32.14,12.77,0.97,0.92,0.81,0.85,0.98,0.93,937.69
320,73.02,46.22,0.88,0.98,0.83,0.87,0.93,0.93,356.17
321,67.58,15.26,0.89,0.79,0.91,0.79,0.81,0.91,620.95
322,47.77,22.69,0.82,0.77,0.78,0.84,0.88,0.88,735.95
323,69.60,25.81,0.85,0.98,0.97,0.83,0.98,0.95,944.48
324,50.36,48.93,0.84,0.88,0.91,0.86,0.90,0.83,950.52
325,64.55,37.34,0.82,0.78,0.77,0.77,0.75,0.92,675.28
326,41.97,36.22,0.75,0.91,0.97,0.91,0.80,0.88,769.58
327,63.01,59.28,0.99,0.97,0.96,0.87,0.86,0.82,997.18
328,34.57,30.27,0.79,0.75,0.78,0.92,0.86,0.89,946.23
329,62.95,9.35,0.89,0.90,0.81,0.92,0.82,0.82,964.36
330,11.93,9.15,0.83,0.95,0.77,0.94,0.97,0.97,480.48
331,46.34,23.45,0.78,0.77,0.81,0.77,0.85,0.83,874.08
332,43.29,15.67,0.75,0.91,0.98,0.85,0.90,0.80,793.55
333,50.47,45.45,0.90,0.87,0.76,0.82,0.93,0.88,867.60
334,74.90,14.68,0.82,0.81,0.88,0.76,0.91,0.91,678.75
335,40.83,9.30,0.99,0.96,0.83,0.95,0.97,0.91,634.78
336,50.29,37.31,0.85,0.94,0.99,0.79,0.78,0.87,883.33
337,69.62,65.57,0.87,0.84,0.92,0.88,0.83,0.85,597.12
338,35.99,32.49,0.85,0.81,0.76,0.82,0.84,0.98,873.72
339,23.67,9.58,0.94,0.97,0.82,0.82,0.75,0.79,361.50
340,57.32,19.82,0.98,0.77,0.94,0.96,0.89,0.88,790.47
341,52.54,51.91,0.84,0.82,0.88,0.83,0.83,0.87,987.94
342,66.24,40.93,0.76,0.95,0.78,0.89,0.86,0.97,877.20
343,64.47,40.12,0.86,0.76,0.83,0.84,0.77,0.76,678.64
344,45.73,22.57,0.75,0.87,0.87,0.91,0.77,0.96,874.63
345,68.80,45.05,0.90,0.84,0.77,0.86,0.86,0.78,647.85
346,22.99,17.30,0.79,0.93,0.97,0.90,0.85,0.85,801.38
347,63.58,52.18,0.81,0.82,0.95,0.79,0.81,0.88,957.70
348,11.71,10.49,0.77,0.84,0.93,0.91,0.96,0.90,611.66
349,60.64,27.84,0.95,0.84,0.96,0.84,0.90,0.91,981.56
350,43.00,42.38,0.93,0.97,0.81,0.98,0.87,0.97,784.02
351,56.86,27.87,0.94,0.97,0.90,0.96,0.96,0.81,524.88
352,46.92,5.57,0.77,0.79,0.77,0.99,0.99,0.78,876.80
353,47.26,26.78,0.92,0.83,0.95,0.78,0.84,0.88,970.04
354,72.77,11.58,0.83,0.79,0.80,0.80,0.92,0.84,302.24
355,70.84,69.01,0.91,0.97,0.91,0.84,0.91,0.77,890.99
356,64.88,15.95,0.80,0.89,0.76,0.98,0.80,0.98,979.09
357,29.62,17.48,0.96,0.81,0.90,0.82,0.80,0.96,716.12
358,49.57,6.43,0.78,0.99,0.95,0.97,0.91,0.98,985.29
359,65.09,48.29,0.76,0.76,0.99,0.85,0.79,0.79,848.12
360,36.83,26.81,0.97,0.78,0.88,0.87,0.85,0.95,916.57
361,46.74,40.56,0.85,0.88,0.82,0.93,0.95,0.85,990.24
362,70.99,57.89,0.97,0.87,0.76,0.96,0.81,0.85,856.70
363,43.74,41.13,0.94,0.81,0.79,0.99,0.91,0.90,631.07
364,68.75,16.15,0.81,0.77,0.79,0.95,0.79,0.92,641.68
