mass_1,mass_2,chi_1,chi_2,luminosity_distance,dec,ra,theta_jn,psi,phase,geocent_time,log_likelihood,log_prior
46.130742660087236,39.833868601811766,-0.263721202060622,0.7982896071712139,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.058526429346,-7.8601850574721635
46.12247380257066,39.846918037015236,-0.26420852244840115,0.7991381405736504,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.123720362908,-7.8601850574721635
46.616068800306934,39.46418114992788,-0.23791813932818037,0.7880032158209188,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.129995634235,-7.8601850574721635
46.580967118335586,39.47521354618393,-0.24896714317831373,0.798351521470842,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.244622895434,-7.8601850574721635
46.29692343724712,39.704106206862825,-0.25717323923105717,0.7961800321801602,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.282160966244,-7.8601850574721635
46.47518746711375,39.58507049459883,-0.23748467737437706,0.782021385497377,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.42103238962,-7.8601850574721635
46.32258695544303,39.717887741851584,-0.24497613413845948,0.7852058604211359,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.467460574571,-7.8601850574721635
46.538603627453355,39.53198932234021,-0.23774802468195638,0.7845700521283759,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.540292044714,-7.8601850574721635
46.249472912251825,39.7433763179782,-0.2607008297707183,0.7986410717907602,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.580703407117,-7.8601850574721635
46.49816092023397,39.58098569307877,-0.23954437677076423,0.7865497086706864,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.80820573854,-7.8601850574721635
46.52739063050311,39.536136395783245,-0.24026847345927135,0.7871145720942457,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.858825227064,-7.8601850574721635
46.66185673385387,39.4387919159967,-0.24010692808362638,0.793352537855116,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.889468223495,-7.8601850574721635
46.386699683475285,39.66991169832724,-0.2469519028474227,0.7909774801677107,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.90791139117,-7.8601850574721635
46.52915279290346,39.530572356385825,-0.24521454956817643,0.7922098603709329,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.916798032189,-7.8601850574721635
46.4338975722015,39.60162943392315,-0.24701009273211053,0.7904558406991121,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.922358349142,-7.8601850574721635
46.67113987175877,39.42345391434811,-0.2438198684546153,0.7973720307659309,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.95160495251,-7.8601850574721635
46.40251744281108,39.65265326173151,-0.2425193201218424,0.7855777243538985,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9242.961738946084,-7.8601850574721635
46.60025746872141,39.489613572469445,-0.24025472270962916,0.7911237655045423,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.052100021774,-7.8601850574721635
46.25521271507914,39.744897476406564,-0.2573881690395963,0.7960630281824914,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.092579086842,-7.8601850574721635
46.38510619287488,39.635992117972734,-0.25033541550189053,0.7927844199211431,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.126714740405,-7.8601850574721635
46.60593807673949,39.49056948410874,-0.2391832119780042,0.7900518152320383,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.190833954464,-7.8601850574721635
46.422935924170766,39.65650311409633,-0.24482933519581093,0.790453770011264,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.266714352165,-7.8601850574721635
46.31552864697239,39.696091745292485,-0.25535453487261167,0.7955496286344789,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.278370360009,-7.8601850574721635
46.43355823975304,39.617237862515466,-0.24595150877467925,0.7907127459864126,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.390526146357,-7.8601850574721635
46.43560524445924,39.6403711127636,-0.24378853186822527,0.789320753065994,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.425637261833,-7.8601850574721635
46.44728184965994,39.59086340472697,-0.25021706686362755,0.7948131953124984,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.436246357127,-7.8601850574721635
46.53556342154542,39.5259575153722,-0.24630678812168605,0.7940510982822155,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.444348114568,-7.8601850574721635
46.318240074764546,39.68878023849564,-0.25757902475527,0.798200863257154,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.48586788697,-7.8601850574721635
46.480331158857865,39.616083047372086,-0.24497565614907038,0.7934201394735511,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.48732544754,-7.8601850574721635
46.29464888004992,39.7214181683269,-0.2552181383370814,0.7951457007390837,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.531959206819,-7.8601850574721635
46.47507037995151,39.56725000403069,-0.2511789533758358,0.7970537285855613,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.56712371433,-7.8601850574721635
46.55880880804795,39.520764663060085,-0.2426549969879554,0.7918898196084615,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.690524791587,-7.8601850574721635
46.4996915862572,39.569419616320445,-0.24285336243098132,0.7894372343245727,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.694298864835,-7.8601850574721635
46.325794095637214,39.689709576831916,-0.2560032599232216,0.7975285576247583,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.736533726076,-7.8601850574721635
46.541602119816,39.52140921017974,-0.25081369766907474,0.7994595454541806,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.75536429842,-7.8601850574721635
46.615708981561134,39.47073295163236,-0.24513369551474445,0.797087343207276,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.838564467174,-7.8601850574721635
46.48759129326608,39.58323261503238,-0.24361035737216424,0.7901143492508709,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.8929707422,-7.8601850574721635
46.519701379374816,39.54196247592032,-0.2505032789305392,0.7983501903480369,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.984370387452,-7.8601850574721635
46.46754781278788,39.596160634176144,-0.2454856397061336,0.7910943601344741,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.99679676494,-7.8601850574721635
46.52257310057543,39.54976556318209,-0.24436638889235862,0.7920642146076378,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9243.998701408185,-7.8601850574721635
46.489875643229894,39.560784131996606,-0.24983198817733498,0.7967807381120979,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.030595264481,-7.8601850574721635
46.37262656863966,39.69229393311402,-0.2498770677172223,0.7939589208561275,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.059116950883,-7.8601850574721635
46.523731629294986,39.539361807359754,-0.24736701485115659,0.7954738545630712,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.072477233716,-7.8601850574721635
46.5291916501912,39.54842919170406,-0.24409979387887817,0.7923863411095118,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.148415182197,-7.8601850574721635
46.539603932872986,39.5596692747094,-0.24398945789196894,0.7940955325189685,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.194142187313,-7.8601850574721635
46.65671598712457,39.46192521410417,-0.24292450300179647,0.7973948776495173,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.22269646282,-7.8601850574721635
46.346594074943845,39.68777648092497,-0.2536515134600802,0.7957291784349995,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.225981558318,-7.8601850574721635
46.51713880285238,39.541858961250114,-0.25172613966991503,0.7998597430004682,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.320675735557,-7.8601850574721635
46.646403029966294,39.45588888079144,-0.24600764728576138,0.7995429649972238,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.33195064389,-7.8601850574721635
46.43762416697787,39.620698673661785,-0.24915388789754078,0.7947575411607389,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.376665337057,-7.8601850574721635
46.49307025184766,39.56685381006864,-0.2509180905516526,0.798085550501916,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.445860063124,-7.8601850574721635
46.49838781518238,39.57364138480171,-0.24678762626102463,0.7942915254161216,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.487135363295,-7.8601850574721635
46.3898071240614,39.66589884721631,-0.2523659033785272,0.7971515783671155,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.522916902419,-7.8601850574721635
46.60721260926986,39.49815397098831,-0.24397652992855606,0.7961653624903797,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.548597163432,-7.8601850574721635
46.61666177088822,39.48362698958214,-0.2453816504387933,0.7978704874385125,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.561280685843,-7.8601850574721635
46.462667404979726,39.624560770773336,-0.2481561232058854,0.7959120474703266,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.57890188588,-7.8601850574721635
46.38221966384259,39.667683230528006,-0.2530885392455306,0.7974232876820151,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.585147694226,-7.8601850574721635
46.59856127369834,39.5070756598608,-0.2447362131129016,0.7970307708392959,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.625293271076,-7.8601850574721635
46.52291838537053,39.557908387791954,-0.24661601871516867,0.795510612218378,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.640340078166,-7.8601850574721635
46.56958874276197,39.550599668173994,-0.2453833292093135,0.797770316622612,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.66245504065,-7.8601850574721635
46.57117153988073,39.51511506695091,-0.24664217601315336,0.7973250410146953,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.673858818429,-7.8601850574721635
46.492546201893525,39.60517458760272,-0.24700703498104906,0.7959627216686213,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.690051012129,-7.8601850574721635
46.41313917107082,39.637945942221535,-0.2527363419326738,0.7972309602338314,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.703181179466,-7.8601850574721635
46.4803616178629,39.603867336382706,-0.24914104720067384,0.7976268837560119,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.728847748314,-7.8601850574721635
46.5834986306686,39.51247769926028,-0.24565197411059914,0.7969793205176554,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.746364017052,-7.8601850574721635
46.354358075799496,39.68613993841771,-0.2558747462996966,0.799327088365137,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.749566389475,-7.8601850574721635
46.4756907320421,39.59351809905049,-0.24946574801439012,0.7969243558926198,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.756261314646,-7.8601850574721635
46.40173190651248,39.65239544285451,-0.25220291436751385,0.7968519814638164,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.835498403801,-7.8601850574721635
46.39247484957845,39.662113393371996,-0.25244256643173696,0.796659574827024,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.901807077002,-7.8601850574721635
46.518224199263926,39.57367940070989,-0.24622259082786407,0.7952523168881767,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.947711364666,-7.8601850574721635
46.53614959987839,39.5506926730905,-0.24811238536660252,0.7981790232273909,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.964126628949,-7.8601850574721635
46.487175891069974,39.57734241879868,-0.25154981309245866,0.7990352811091072,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9244.96923327839,-7.8601850574721635
46.41067496020112,39.64575337663108,-0.25371855154369655,0.7992323780404088,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.103652162563,-7.8601850574721635
46.464389551219334,39.59591636491563,-0.25277224990730074,0.7995869608684638,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.10533661045,-7.8601850574721635
46.48783789570083,39.599138942006476,-0.24988189333850902,0.7987517406997249,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.134941856968,-7.8601850574721635
46.50478623504709,39.581708925147254,-0.24897828132848923,0.798088687879179,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.139555775751,-7.8601850574721635
46.57775443357311,39.53339604488846,-0.24696107112243004,0.7993779821298366,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.193532686877,-7.8601850574721635
46.553784857068464,39.530996895204424,-0.24956636479366315,0.7997390095964134,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.234377175408,-7.8601850574721635
46.481968175908904,39.59421653598935,-0.25125879831924525,0.7995589469553787,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.31066421079,-7.8601850574721635
46.5351560814064,39.55491049030911,-0.24952708710892887,0.79993164625726,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.357133086574,-7.8601850574721635
46.47924288973914,39.59707293296461,-0.25098530920970347,0.79895231978949,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.384260953519,-7.8601850574721635
46.491560899850946,39.59005409380464,-0.2499970892416233,0.7982988836713057,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.404079304111,-7.8601850574721635
46.5131969373677,39.57668890653037,-0.2496391130907591,0.7992047834442861,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.450547928587,-7.8601850574721635
46.56885873108929,39.53623986967232,-0.24729641638087096,0.7989338179914702,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.464660074083,-7.8601850574721635
46.567982445400034,39.53182463960748,-0.24819674335846229,0.7995409438022563,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,9245.598424478996,-7.8601850574721635
